producto,marca,formato,cantidad,precio,supermercado,categoria
Salsa ali oli,Chovi,Tarrina,180 g,1.35,Dia,"Aceite, vinagre, especias y salsas"
Mayonesa,Salseo,Bote,300 ml,1.29,Dia,"Aceite, vinagre, especias y salsas"
Salsa de soja,Salseo,Frasco,250 ml,1.45,Dia,"Aceite, vinagre, especias y salsas"
Mostaza original,Salseo,Bote,235 ml,1.05,Dia,"Aceite, vinagre, especias y salsas"
Salsa ligera,Salseo,Frasco,450 ml,1.3,Dia,"Aceite, vinagre, especias y salsas"
Salsa para hamburguesas,Salseo,Bote,300 g,1.69,Dia,"Aceite, vinagre, especias y salsas"
Salsa de yogur,Salseo,Bote,300 ml,1.2,Dia,"Aceite, vinagre, especias y salsas"
Ketchup top down,Heinz,Bote,460 g,3.29,Dia,"Aceite, vinagre, especias y salsas"
Ketchup,Salseo,Bote,340 g,0.95,Dia,"Aceite, vinagre, especias y salsas"
Salsa de soja,Heinz,Frasco,150 ml,2.99,Dia,"Aceite, vinagre, especias y salsas"
Ketchup light,Salseo,Bote,540 g,1.45,Dia,"Aceite, vinagre, especias y salsas"
Salsa mejicana,Old El Paso,Frasco,312 g,3.39,Dia,"Aceite, vinagre, especias y salsas"
Salsa sriracha hot chilli mayo,Go-tang,Frasco,215 ml,3.39,Dia,"Aceite, vinagre, especias y salsas"
Salsa de tomate con queso grana padano,Gallo,Frasco,350 g,2.59,Dia,"Aceite, vinagre, especias y salsas"
Salsa dulce de pimiento y jalapeño,La vieja fabrica,Frasco,280 g,2.79,Dia,"Aceite, vinagre, especias y salsas"
Chutney de mango y cebolla,La vieja fabrica,Frasco,280 g,2.79,Dia,"Aceite, vinagre, especias y salsas"
Salsa barbacoa cero azúcar,Prima,Bote,265 g,2.99,Dia,"Aceite, vinagre, especias y salsas"
Mostaza cero azúcar,Prima,Bote,265 g,2.95,Dia,"Aceite, vinagre, especias y salsas"
Mostaza original,Prima,Bote,265 g,2.29,Dia,"Aceite, vinagre, especias y salsas"
Salsa barbacoa estilo tex mex,Salseo,Bote,350 g,1.99,Dia,"Aceite, vinagre, especias y salsas"
Salsa pesto rojo,Al Diante,Frasco,185 g,2.29,Dia,"Aceite, vinagre, especias y salsas"
Salsa pesto verde,Al Diante,Frasco,185 g,2.29,Dia,"Aceite, vinagre, especias y salsas"
Salsa ricotta,Al Diante,Frasco,300 g,1.55,Dia,"Aceite, vinagre, especias y salsas"
Salsa napolitana,Al Diante,Frasco,300 g,1.55,Dia,"Aceite, vinagre, especias y salsas"
Salsa arrabiata,Al Diante,Frasco,300 g,1.55,Dia,"Aceite, vinagre, especias y salsas"
Salsa ranchera,Salseo,Bote,300 g,1.55,Dia,"Aceite, vinagre, especias y salsas"
Salsa de boletus,Salseo,Frasco,210 g,1.95,Dia,"Aceite, vinagre, especias y salsas"
Salsa de mostaza y eneldo,Salseo,Frasco,210 g,1.95,Dia,"Aceite, vinagre, especias y salsas"
Salsa de pedro ximénez,Salseo,Frasco,210 g,1.95,Dia,"Aceite, vinagre, especias y salsas"
Salsa de queso,Doritos,Frasco,280 g,2.99,Dia,"Aceite, vinagre, especias y salsas"
Salsa suave,Doritos,Frasco,280 g,2.99,Dia,"Aceite, vinagre, especias y salsas"
Salsa súper boloñesa,Gallo,Frasco,350 g,3.19,Dia,"Aceite, vinagre, especias y salsas"
Salsa teriyaki japonesa,Blue dragon,Frasco,150 ml,2.49,Dia,"Aceite, vinagre, especias y salsas"
Salsa de ostras,Yang-tse,Frasco,150 ml,2.65,Dia,"Aceite, vinagre, especias y salsas"
Ketchup,Heinz,Bote,700 g,3.79,Dia,"Aceite, vinagre, especias y salsas"
Salsa tikka masala,Pataks,Frasco,450 g,3.35,Dia,"Aceite, vinagre, especias y salsas"
Salsa napolitana,Gallo,Frasco,350 g,2.39,Dia,"Aceite, vinagre, especias y salsas"
Salsa lea & perrins,Heinz,Frasco,150 ml,3.29,Dia,"Aceite, vinagre, especias y salsas"
Salsa carbonara,Gallo,Frasco,330 ml,2.99,Dia,"Aceite, vinagre, especias y salsas"
Pesto rosso,Gallo,Frasco,190 g,2.59,Dia,"Aceite, vinagre, especias y salsas"
Salsa vegana,Hellmanns,Frasco,280 ml,4.25,Dia,"Aceite, vinagre, especias y salsas"
Salsa,Bovril,Frasco,125 g,3.0,Dia,"Aceite, vinagre, especias y salsas"
Salsa gaucha,Ybarra,Bote,300 ml,2.05,Dia,"Aceite, vinagre, especias y salsas"
Salsa brava,Orlando,Bote,290 g,1.49,Dia,"Aceite, vinagre, especias y salsas"
Ketchup clásico,Prima,Bote,540 g,2.39,Dia,"Aceite, vinagre, especias y salsas"
Ketchup cero azúcar,Prima,Bote,510 g,3.99,Dia,"Aceite, vinagre, especias y salsas"
Salsa pimienta verde,Gallina Blanca,Sobre,59 g,1.99,Dia,"Aceite, vinagre, especias y salsas"
Salsa barbacoa clásica,Heinz,Bote,400 ml,3.49,Dia,"Aceite, vinagre, especias y salsas"
Mostaza suave,Heinz,Bote,220 ml,2.49,Dia,"Aceite, vinagre, especias y salsas"
Gran mayonesa,Hellmanns,Frasco,225 ml,1.95,Dia,"Aceite, vinagre, especias y salsas"
Salsa de soja bajo en sal,Kikkoman,Frasco,250 ml,4.99,Dia,"Aceite, vinagre, especias y salsas"
Ketchup,Orlando,Bote,300 g,1.49,Dia,"Aceite, vinagre, especias y salsas"
Salsa agridulce,Yang-tse,Frasco,200 g,1.79,Dia,"Aceite, vinagre, especias y salsas"
Pesto,Gallo,Frasco,190 g,2.59,Dia,"Aceite, vinagre, especias y salsas"
Salsa bolognese,Barilla,Frasco,400 g,4.29,Dia,"Aceite, vinagre, especias y salsas"
Mostaza a la antigua,Maille,Frasco,210 g,3.59,Dia,"Aceite, vinagre, especias y salsas"
Salsa barbacoa,Hellmanns,Bote,250 ml,2.25,Dia,"Aceite, vinagre, especias y salsas"
Ketchup,Hellmanns,Bote,430 ml,2.79,Dia,"Aceite, vinagre, especias y salsas"
Salsa picante,Salsas Asturianas,Frasco,100 g,1.69,Dia,"Aceite, vinagre, especias y salsas"
Salsa chimichurri,Salsas Asturianas,Frasco,295 g,2.79,Dia,"Aceite, vinagre, especias y salsas"
Salsa de soja,Kikkoman,Frasco,250 ml,4.69,Dia,"Aceite, vinagre, especias y salsas"
Ketchup light,Heinz,Bote,550 g,3.99,Dia,"Aceite, vinagre, especias y salsas"
Salsa top down,Ligeresa,Bote,430 ml,2.65,Dia,"Aceite, vinagre, especias y salsas"
Salsa brava,Salseo,Bote,320 g,1.69,Dia,"Aceite, vinagre, especias y salsas"
Salsa de queso,Old El Paso,Frasco,320 g,3.59,Dia,"Aceite, vinagre, especias y salsas"
Mostaza Dijon original,Maille,Frasco,215 g,3.59,Dia,"Aceite, vinagre, especias y salsas"
Salsa basilico,Barilla,Frasco,400 g,2.99,Dia,"Aceite, vinagre, especias y salsas"
Salsa boloñesa,Gallo,Frasco,350 g,2.89,Dia,"Aceite, vinagre, especias y salsas"
Salsa fina original,Ligeresa,Frasco,210 ml,1.55,Dia,"Aceite, vinagre, especias y salsas"
Salsa ali-oli,Ybarra,Frasco,225 ml,1.24,Dia,"Aceite, vinagre, especias y salsas"
Salsa césar,Salseo,Bote,300 ml,1.35,Dia,"Aceite, vinagre, especias y salsas"
Salsa bechamel,Knorr,Brik,500 ml,2.39,Dia,"Aceite, vinagre, especias y salsas"
Salsa chilindrón,Gallina Blanca,Sobre,52 g,1.79,Dia,"Aceite, vinagre, especias y salsas"
Salsa picante,Tabasco,Frasco,60 ml,3.79,Dia,"Aceite, vinagre, especias y salsas"
Salsa pesto alla genovese,Barilla,Frasco,190 g,2.49,Dia,"Aceite, vinagre, especias y salsas"
Mayonesa original,Prima,Bote,400 ml,2.95,Dia,"Aceite, vinagre, especias y salsas"
Salsa cocktail,Ybarra,Frasco,225 ml,1.55,Dia,"Aceite, vinagre, especias y salsas"
Salmón ahumado,Selección Mundial de Dia,Sobre,100 g,3.8,Dia,Marisco y pescado
Salmón ahumado,Selección Mundial de Dia,Sobre,200 g,7.2,Dia,Marisco y pescado
Boquerones al vinagre MSC,Mari Marinera de Dia,Bandeja,80 g,2.39,Dia,"Conservas, caldos y cremas"
Anchoa del Cantábrico en aceite de oliva,Mari Marinera de Dia,Pack,3 x 25 g,2.99,Dia,"Conservas, caldos y cremas"
Filetes de anchoa del Cantábrico en aceite de girasol,Mari Marinera de Dia,Pack,3 x 25 g,2.69,Dia,"Conservas, caldos y cremas"
Trucha ahumada,Mari Marinera de Dia,Bandeja,100 g,3.69,Dia,Marisco y pescado
Boquerones al vinagre con ajo y perejil MSC,Mari Marinera de Dia,Bandeja,80 g,2.49,Dia,"Conservas, caldos y cremas"
Bacalao desmigado desalado MSC,Mari Marinera de Dia,Bandeja,250 g,4.79,Dia,Marisco y pescado
Filetes de sardina anchoada en salazón,Kiele,Bandeja,50 g,1.79,Dia,"Conservas, caldos y cremas"
Filetes de anchoa en aceite de oliva,Consorcio,Lata,23 g,1.99,Dia,"Conservas, caldos y cremas"
Filetes de anchoa en aceite de oliva reducido sal MSC,Mari Marinera de Dia,Lata,29 g,1.89,Dia,"Conservas, caldos y cremas"
Aceituna gordal rellena de boquerón del Cantábrico MSC,Kiele,Bandeja,150 g,2.99,Dia,"Conservas, caldos y cremas"
Bacalao desmigado salado MSC,Mari Marinera de Dia,Bandeja,250 g,4.99,Dia,Marisco y pescado
Colas de langostino al ajillo,Aguinamar,Bolsa,105 g,3.19,Dia,Marisco y pescado
Anchoas en aceite de oliva MSC,Mari Marinera de Dia,Lata,50 g,3.89,Dia,"Conservas, caldos y cremas"
Bacalao ahumado,Nuchar,Bandeja,80 g,3.69,Dia,Marisco y pescado
Huevas de capelán,Royal,Frasco,50 g,2.29,Dia,Marisco y pescado
Salmón ahumado marinado,Nuchar,Sobre,80 g,3.99,Dia,Marisco y pescado
Filetón de bacalao salado MSC,Selección Mundial de Dia,Bolsa,700 g,11.99,Dia,Marisco y pescado
Crema de bacalao,Royal,Tarrina,100 g,2.75,Dia,Marisco y pescado
Vinagre de vino blanco,Aliña tu Dia,Botella,1 l,0.75,Dia,"Aceite, vinagre, especias y salsas"
Vinagre balsámico de módena,Selección Mundial de Dia,Botella,500 ml,2.39,Dia,"Aceite, vinagre, especias y salsas"
Crema de vinagre de módena,Aliña tu Dia,Botella,250 ml,1.99,Dia,"Aceite, vinagre, especias y salsas"
Vinagre de manzana,Aliña tu Dia,Botella,1 l,0.9,Dia,"Aceite, vinagre, especias y salsas"
Vinagre de jerez reserva dop,Delicias de Dia,Botella,250 ml,1.99,Dia,"Aceite, vinagre, especias y salsas"
Aderezo de limón,Aliña tu Dia,Botella,50 cl,0.99,Dia,"Aceite, vinagre, especias y salsas"
Crema vinagre de módena sin azúcares añadidos,Vulpi,Botella,400 ml,1.99,Dia,"Aceite, vinagre, especias y salsas"
Crema de vinagre de módena con frambuesa,Aliña tu Dia,Botella,250 ml,2.35,Dia,"Aceite, vinagre, especias y salsas"
Vinagre balsámico de módena,Borges,Botella,250 ml,2.19,Dia,"Aceite, vinagre, especias y salsas"
Vinagre de vino blanco,Ybarra,Botella,1 l,1.05,Dia,"Aceite, vinagre, especias y salsas"
Crema de vinagre con Pedro Ximénez,Aliña tu Dia,Botella,250 ml,2.35,Dia,"Aceite, vinagre, especias y salsas"
Vinagre de vino blanco,Borges,Botella,1 l,1.05,Dia,"Aceite, vinagre, especias y salsas"
Vinagre de manzana,Ybarra,Botella,1 l,1.95,Dia,"Aceite, vinagre, especias y salsas"
Vinagre de manzana ecológico,Riojavina,Botella,500 ml,2.35,Dia,"Aceite, vinagre, especias y salsas"
Vinagre de vino tinto,Borges,Botella,1 l,1.05,Dia,"Aceite, vinagre, especias y salsas"
Crema de vinagre al jerez,Vulpi,Botella,400 ml,1.99,Dia,"Aceite, vinagre, especias y salsas"
Vinagre de sidra,Mayador,Botella,75 cl,2.79,Dia,"Aceite, vinagre, especias y salsas"
Perfilador de ojos Waterproof  01 negro,Deliplus,Bote,1 ud.,2.5,Mercadona,Higiene
Perfilador de ojos Waterproof  06 marrón,Deliplus,Bote,1 ud.,2.5,Mercadona,Higiene
Perfilador de ojos  01 negro,Deliplus,Bote,1 ud.,2.15,Mercadona,Higiene
Perfilador de ojos  02 marrón,Deliplus,Bote,1 ud.,2.15,Mercadona,Higiene
Perfilador de ojos  03 verde,Deliplus,Bote,1 ud.,2.5,Mercadona,Higiene
Perfilador de ojos  04 azul oscuro,Deliplus,Bote,1 ud.,2.5,Mercadona,Higiene
Perfilador de ojos  06 Beige,Deliplus,Bote,1 ud.,2.5,Mercadona,Higiene
Perfilador de ojos Eyeliner waterproof  negro,Deliplus,Bote,1 ud.,3.5,Mercadona,Higiene
Delineador de ojos,Deliplus,Bote,1 ud.,3.75,Mercadona,Higiene
Perfilador de ojos Eyeliner  02 negro,Deliplus,Bote,1 ud.,3.5,Mercadona,Higiene
Delineador de ojos  negro,Deliplus,Bote,1 ud.,3.75,Mercadona,Higiene
Kit pestañas postizas con eyeliner negro adhesivo y joyas faciales  Pro,Beautik,Bote,1 ud.,8.0,Mercadona,Higiene
Perfilador de ojos Waterproof  07 verde turquesa,Deliplus,Bote,1 ud.,2.5,Mercadona,Higiene
Perfilador de ojos Waterproof  09 azul metalizado,Deliplus,Bote,1 ud.,2.5,Mercadona,Higiene
Perfilador de ojos Waterproof  12 verde oliva,Deliplus,Bote,1 ud.,2.5,Mercadona,Higiene
Perfilador de ojos Waterproof  13 gris,Deliplus,Bote,1 ud.,2.5,Mercadona,Higiene
Perfilador de ojos Waterproof  14 azul noche,Deliplus,Bote,1 ud.,2.5,Mercadona,Higiene
Perfilador de ojos Waterproof  101 negro,Deliplus,Bote,1 ud.,3.25,Mercadona,Higiene
Perfilador de ojos Waterproof  102 marrón,Deliplus,Bote,1 ud.,3.25,Mercadona,Higiene
Perfilador de ojos Waterproof  103 verde,Deliplus,Bote,1 ud.,3.25,Mercadona,Higiene
Perfilador de ojos Waterproof  104 azul,Deliplus,Bote,1 ud.,3.25,Mercadona,Higiene
Perfilador de ojos Waterproof  azul,Deliplus,Bote,1 ud.,3.5,Mercadona,Higiene
Máscara de cejas  marrón,Deliplus,Bote,1 ud.,4.0,Mercadona,Higiene
Máscara de pestañas y cejas Transparente,Deliplus,Bote,1 ud.,3.0,Mercadona,Higiene
Perfilador de cejas Long Lasting  01 claro,Deliplus,Bote,1 ud.,2.75,Mercadona,Higiene
Perfilador de cejas  02 medio,Deliplus,Bote,1 ud.,2.75,Mercadona,Higiene
Perfilador de cejas Long Lasting  03 oscuro,Deliplus,Bote,1 ud.,2.75,Mercadona,Higiene
Perfilador de cejas micro  01 claro,Deliplus,Bote,1 ud.,3.5,Mercadona,Higiene
Perfilador de cejas micro  02 oscuro,Deliplus,Bote,1 ud.,3.5,Mercadona,Higiene
Máscara de pestañas Water Resistant  negro,Deliplus,Bote,1 ud.,4.0,Mercadona,Higiene
Rizador de pestañas,Deliplus,Caja,1 ud.,4.5,Mercadona,Higiene
Máscara de pestañas Maxi Color  02 marrón,Deliplus,Bote,1 ud.,3.65,Mercadona,Higiene
Máscara de pestañas y cejas Transparente,Deliplus,Bote,1 ud.,3.0,Mercadona,Higiene
Máscara de pestañas Volume & Curve XL  negro,Deliplus,Bote,1 ud.,3.65,Mercadona,Higiene
Máscara de pestañas Maxi Volume  negro,Deliplus,Bote,1 ud.,3.5,Mercadona,Higiene
Máscara de pestañas 4D Volume  negro,Deliplus,Bote,1 ud.,3.65,Mercadona,Higiene
Máscara de pestañas Long Xtrem  negro,Deliplus,Bote,1 ud.,3.65,Mercadona,Higiene
Sérum de pestañas SOS cuida y refuerza,Deliplus,Bote,1 ud.,5.0,Mercadona,Higiene
Máscara de pestañas Maxi Curve  negro,Deliplus,Bote,1 ud.,3.5,Mercadona,Higiene
Máscara de pestañas Twist  negro,Deliplus,Bote,1 ud.,4.0,Mercadona,Higiene
Máscara de pestañas Panoramic  negro,Deliplus,Bote,1 ud.,4.0,Mercadona,Higiene
Máscara de pestañas Waterproof  negro,Deliplus,Bote,1 ud.,4.0,Mercadona,Higiene
Máscara de pestañas Maxi Color  azul,Deliplus,Bote,1 ud.,4.0,Mercadona,Higiene
Sombra de ojos Mate  01,Deliplus,Bote,1 ud.,3.5,Mercadona,Higiene
Sombra de ojos Mate  06,Deliplus,Bote,1 ud.,3.5,Mercadona,Higiene
Sombra de ojos Satin  07,Deliplus,Bote,1 ud.,3.5,Mercadona,Higiene
Sombra de ojos Satin  08,Deliplus,Bote,1 ud.,3.5,Mercadona,Higiene
Sombra de ojos Satin  09,Deliplus,Bote,1 ud.,3.5,Mercadona,Higiene
Sombra de ojos Metal  19,Deliplus,Bote,1 ud.,3.5,Mercadona,Higiene
Sombra de ojos Long Lasting  02,Deliplus,Bote,1 ud.,4.25,Mercadona,Higiene
Sombra de ojos Long Lasting  04,Deliplus,Bote,1 ud.,4.25,Mercadona,Higiene
Sombra de ojos Long Lasting  05,Deliplus,Bote,1 ud.,4.25,Mercadona,Higiene
Sombra de ojos Long Lasting  08,Deliplus,Bote,1 ud.,4.25,Mercadona,Higiene
Sombra de ojos Long Lasting  12,Deliplus,Bote,1 ud.,3.0,Mercadona,Higiene
Paleta sombras de ojos Maldivas,Deliplus,Bote,1 ud.,6.5,Mercadona,Higiene
Paleta sombras de ojos Manhattan,Deliplus,Bote,1 ud.,6.5,Mercadona,Higiene
Paleta sombras de ojos Cairo,Deliplus,Bote,1 ud.,6.5,Mercadona,Higiene
Paleta sombras de ojos New York,Deliplus,Bote,1 ud.,6.5,Mercadona,Higiene
Refresco de naranja,Fanta,Lata,9 x 33 cl,6.57,Dia,Refrescos
Refresco de naranja,Fanta,Botella,2 x 2 l,3.5,Dia,Refrescos
Refresco de naranja zero,Upss,Botella,2 l,0.95,Dia,Refrescos
Refresco de naranja zero,Fanta,Botella,2 l,1.79,Dia,Refrescos
Refresco de naranja zero,Fanta,Lata,33 cl,0.75,Dia,Refrescos
Refresco de naranja,Upss,Lata,33 cl,0.38,Dia,Refrescos
Refresco de naranja,Upss,Botella,2 l,0.95,Dia,Refrescos
Refresco de naranja sin gas,Upss,Botella,1.5 l,0.79,Dia,Refrescos
Refresco de naranja,Fanta,Lata,33 cl,0.66,Dia,Refrescos
Refresco de naranja,Fanta,Botella,2 l,1.79,Dia,Refrescos
Refresco de naranja zero,Kas,Lata,33 cl,0.7,Dia,Refrescos
Zumo de naranja,Simon Life,Botella,1.5 l,1.85,Dia,Refrescos
Refresco de naranja sin gas,Upss,Lata,33 cl,0.49,Dia,Refrescos
Refresco de naranja zero,Kas,Botella,2 l,1.79,Dia,Refrescos
Zumo naranja exprimido sin pulpa,Zumosfera,Botella,1 l,1.9,Dia,Refrescos
Refresco en polvo sabor naranja,Tang,Bolsa,30 g,0.83,Dia,Refrescos
Zumo de naranja con pulpa,Don Simón,Botella,1 l,3.25,Dia,Refrescos
Refresco de naranja,Fanta,Botella,50 cl,1.45,Dia,Refrescos
Refresco naranja zero,Schweppes,Lata,33 cl,0.95,Dia,Refrescos
Desodorante  Aloe hidratante  antitranspirante,Deliplus,Roll-on,50 ml,0.85,Mercadona,Higiene
Desodorante  Dermo extra control  antitranspirante,Sanex,Roll-on,50 ml,2.1,Mercadona,Higiene
Desodorante  Seda suave  antitranspirante,Deliplus,Roll-on,50 ml,0.85,Mercadona,Higiene
Desodorante  Perfume afrutado  antitranspirante,Deliplus,Roll-on,50 ml,0.85,Mercadona,Higiene
Desodorante  Invisible antimanchas  antitranspirante,Deliplus,Roll-on,50 ml,0.85,Mercadona,Higiene
Desodorante  Invisible Black & Whiteantitranspirante, Nivea ,Roll-on,50 ml,2.15,Mercadona,Higiene
Desodorante  Avena delicado  antitranspirante,Deliplus,Roll-on,50 ml,0.85,Mercadona,Higiene
Desodorante  Sensitive,Byly,Roll-on,50 ml,1.7,Mercadona,Higiene
Desodorante  Dermo Sensitive  antitranspirante,Sanex,Roll-on,50 ml,2.1,Mercadona,Higiene
Desodorante  Invisible Black & WhiteMen antitranspirante, Nivea ,Roll-on,50 ml,2.15,Mercadona,Higiene
Desodorante  Dry impactMen antitranspirante, Nivea ,Roll-on,50 ml,2.15,Mercadona,Higiene
Desodorante  original,Tulipán Negro,Stick,100 ml,2.4,Mercadona,Higiene
Desodorante  Active control  men antitranspirante,Sanex,Roll-on,50 ml,2.1,Mercadona,Higiene
Desodorante  Invisible men antimanchas  antitranspirante,Deliplus,Roll-on,50 ml,0.85,Mercadona,Higiene
Desodorante  piel delicada  antitranspirante,Deliplus,Crema,50 ml,1.6,Mercadona,Higiene
Desodorante  original  antitranspirante,Dove,Crema,50 ml,2.3,Mercadona,Higiene
Desodorante  de alumbre mineral,Deonat,Piedra,60 g,2.2,Mercadona,Higiene
Desodorante  sensitive suave  sin olor y aluminio,Byly,Tubo,25 ml,2.15,Mercadona,Higiene
Desodorante  original  antitranspirante,Dove,Roll-on,50 ml,2.15,Mercadona,Higiene
Desodorante  Zero%,Sanex,Roll-on,50 ml,2.1,Mercadona,Higiene
Desodorante  Artic  antimanchas,Deliplus,Stick,75 ml,1.9,Mercadona,Higiene
Desodorante  Dermo protector,Sanex,Stick,65 ml,3.4,Mercadona,Higiene
Desodorante aloe  antitranspirante,Deliplus,Spray,200 ml,1.7,Mercadona,Higiene
Desodorante aqua  antimanchas,Deliplus,Spray,200 ml,1.7,Mercadona,Higiene
Desodorante power  antimanchas,Deliplus,Spray,200 ml,1.7,Mercadona,Higiene
Desodorante invisible black + white  antimanchas,Rexona,Spray,200 ml,2.7,Mercadona,Higiene
Desodorante invisible ice fresh  Men antitranspirante y antimanchas,Rexona,Spray,200 ml,2.7,Mercadona,Higiene
Desodorante original  antitranspirante,Dove,Spray,200 ml,3.95,Mercadona,Higiene
Desodorante invisible Black & White Nivea,  Nivea,Spray,200 ml,2.75,Mercadona,Higiene
Desodorante invisible antimanchas  antitranspirante,Deliplus,Spray,200 ml,1.7,Mercadona,Higiene
Desodorante seda suave  antitranspirante,Deliplus,Spray,200 ml,1.7,Mercadona,Higiene
Desodorante invisible Black & WhiteMen antitranspirante, Nivea ,Spray,200 ml,2.75,Mercadona,Higiene
Desodorante invisible men  antitranspirante y antimanchas,Deliplus,Spray,200 ml,1.7,Mercadona,Higiene
Desodorante perfume afrutado  antitranspirante,Deliplus,Spray,200 ml,1.7,Mercadona,Higiene
Desodorante Gold Temptation  Essentiel,Axe,Spray,150 ml,2.3,Mercadona,Higiene
Desodorante Dark Temptation,Axe,Spray,150 ml,3.15,Mercadona,Higiene
Desodorante cobalt dry  Men antitranspirante,Rexona,Spray,200 ml,2.7,Mercadona,Higiene
Desodorante dermo extra control  antitranspirante,Sanex,Spray,200 ml,3.0,Mercadona,Higiene
Desodorante avena delicado  antitranspirante,Deliplus,Spray,200 ml,1.7,Mercadona,Higiene
Desodorante  anti irritaciones,Lactovit,Spray,200 ml,2.75,Mercadona,Higiene
Desodorante original,Heno de Pravia,Spray,250 ml,3.25,Mercadona,Higiene
Desodorante aloe  antitranspirante,Deliplus,Spray,75 ml,1.5,Mercadona,Higiene
Desodorante pure perfumado 9.60,Deliplus,Spray,150 ml,2.2,Mercadona,Higiene
Desodorante perfumado 9.60,Deliplus,Spray,150 ml,2.2,Mercadona,Higiene
Desodorante Zero%,Sanex,Spray,200 ml,3.0,Mercadona,Higiene
Desodorante limite  antimanchas,Deliplus,Spray,200 ml,1.7,Mercadona,Higiene
Desodorante para pies en polvo  antitranspirante,Deliplus,Bote,75 g,2.0,Mercadona,Higiene
Desodorante para pies fresh & dry  antitranspirante,Deliplus,Spray,150 ml,2.0,Mercadona,Higiene
Toallitas desodorantes con aloe vera,Deliplus,Paquete,20 ud.,1.5,Mercadona,Higiene
Tónica,Toni Tónico de Dia,Lata,33 cl,0.37,Dia,Refrescos
Tónica zero,Schweppes,Lata,33 cl,0.95,Dia,Refrescos
Tónica,Toni Tónico de Dia,Botella,1.5 l,0.95,Dia,Refrescos
Tónica,Schweppes,Lata,33 cl,0.95,Dia,Refrescos
Tónica,Schweppes,Botella,1 l,1.9,Dia,Refrescos
Tónica,Nordic Mist,Lata,25 cl,0.65,Dia,Refrescos
Tónica premium bohemian berry sensation,Royal Bliss,Lata,25 cl,0.75,Dia,Refrescos
Tónica de limón,Schweppes,Lata,33 cl,0.95,Dia,Refrescos
Tónica zero,Schweppes,Botella,1 l,1.9,Dia,Refrescos
Tónica premium yuzu,Royal Bliss,Lata,25 cl,0.75,Dia,Refrescos
Tónica rosa zero,Schweppes,Lata,33 cl,0.99,Dia,Refrescos
Refresco tónica,Organics,Lata,1 l,5.99,Dia,Refrescos
Tónica con toque de lima,Schweppes,Botella,20 cl,1.75,Dia,Refrescos
Espárrago verde fino manojo aprox.,Marca Día,Caja,250 g,1.99,Dia,Fruta y verduras
Perejil manojo,Marca Día,Caja,50 g,0.99,Dia,Fruta y verduras
Apio,Marca Día,Bolsa,500 g,0.99,Dia,Fruta y verduras
Cilantro,Marca Día,Bandeja,20 g,1.19,Dia,Fruta y verduras
Espárrago verde grueso manojo aprox.,Marca Día,Caja,250 g,2.49,Dia,Fruta y verduras
Rabanito,Sun&Vegs,Bolsa,250 g,0.99,Dia,Fruta y verduras
Jengibre bio,Marca Día,Bandeja,200 g,1.79,Dia,Fruta y verduras
Repollo rizado unidad aprox.,Marca Día,Caja,1 Kg,1.49,Dia,Fruta y verduras
Hierbabuena,Sun&Vegs,Bolsa,70 g,1.19,Dia,Fruta y verduras
Lombarda,Marca Día,Bolsa,2 Kg ,2.98,Dia,Fruta y verduras
Mezcla de pimientos,Vegecampo de Dia,Bolsa,400 g,1.15,Dia,Fruta y verduras
Arroz tres delicias,Al Punto Dia,Bolsa,850 g,2.34,Dia,Pizzas y platos preparados
Braseado de verduras con pollo asado,Al Punto Dia,Bolsa,400 g,1.89,Dia,Pizzas y platos preparados
Cebolla troceada,Vegecampo de Dia,Bolsa,400 g,0.98,Dia,Fruta y verduras
Brócoli,Vegecampo de Dia,Bolsa,900 g,1.85,Dia,Fruta y verduras
Salteado de setas,Al Punto Dia,Bolsa,450 g,1.65,Dia,Fruta y verduras
Guisantes,Vegecampo de Dia,Bolsa,1 Kg,1.59,Dia,Fruta y verduras
Parrillada de verduras asadas,Al Punto Dia,Bolsa,450 g,1.69,Dia,Pizzas y platos preparados
Espinacas cortadas,Vegecampo de Dia,Bolsa,450 g,0.89,Dia,Fruta y verduras
Judías verdes planas,Vegecampo de Dia,Bolsa,1 Kg,1.55,Dia,Fruta y verduras
"Salteado de gambas, ajetes y espárragos verdes",Al Punto Dia,Bolsa,400 g,2.79,Dia,Pizzas y platos preparados
Salteado de verduras,Al Punto Dia,Bolsa,450 g,1.14,Dia,Fruta y verduras
Ajo troceado,Vegecampo de Dia,Bolsa,150 g,0.99,Dia,Fruta y verduras
Menestra de verduras,Vegecampo de Dia,Bolsa,1 Kg,1.59,Dia,Fruta y verduras
Ensaladilla,Vegecampo de Dia,Bolsa,1 Kg,0.95,Dia,Fruta y verduras
Coliflor,Vegecampo de Dia,Bolsa,1 Kg,2.05,Dia,Fruta y verduras
Judías verdes redondas,Vegecampo de Dia,Bolsa,1 Kg,1.55,Dia,Fruta y verduras
"Brócoli, coliflor y zanahoria",Vegecampo de Dia,Bolsa,1 Kg,2.09,Dia,Fruta y verduras
Alcachofa troceada,Vegecampo de Dia,Bolsa,400 g,2.55,Dia,Fruta y verduras
Arroz negro con calamar y gambas,Al Punto Dia,Bolsa,600 g,2.24,Dia,Pizzas y platos preparados
Paella de marisco,Al Punto Dia,Bolsa,600 g,2.79,Dia,Pizzas y platos preparados
Menestra de la huerta,Findus,Bolsa,650 g,4.89,Dia,Pizzas y platos preparados
