producto,marca,formato,cantidad,precio,supermercado,categoria
Verduras para paella,Vegecampo de Dia,Bolsa,450 g,1.29,Dia,Fruta y verduras
Verduras en tempura,Cocinarte,Bolsa,400 g,2.69,Dia,Fruta y verduras
Risotto con setas,Tutti,Bandeja,300 g,1.99,Dia,Pizzas y platos preparados
Arroz de coliflor,Congelados de Navarra,Bolsa,400 g,1.45,Dia,Pizzas y platos preparados
Relleno para fajitas,Maheso,Bolsa,300 g,2.49,Dia,Pizzas y platos preparados
Preparado para tortilla de patata,Verleal,Bolsa,450 g,2.69,Dia,Pizzas y platos preparados
Pimientos rellenos de bacalao MSC,Al Punto Dia,Bolsa,240 g,2.45,Dia,Fruta y verduras
Espárragos verdes,Verleal,Bolsa,300 g,3.26,Dia,Fruta y verduras
Guisantes superfinos,Vegecampo de Dia,Bolsa,300 g,1.01,Dia,Fruta y verduras
Guisantes superfinos,Findus,Bolsa,550 g,3.89,Dia,Fruta y verduras
Judías verdes planas,Findus,Bolsa,800 g,3.99,Dia,Fruta y verduras
Guisantes finos,Findus,Bolsa,800 g,3.99,Dia,Fruta y verduras
Ensaladilla,Findus,Bolsa,800 g,3.99,Dia,Fruta y verduras
Quinoa con verduras,Al Punto Dia,Bolsa,400 g,1.99,Dia,Pizzas y platos preparados
Alcachofas baby,Vegecampo de Dia,Bolsa,300 g,2.89,Dia,Fruta y verduras
Espinacas cortadas,Findus,Bolsa,400 g,2.49,Dia,Fruta y verduras
Habas baby,Vegecampo de Dia,Bolsa,400 g,1.49,Dia,Fruta y verduras
Bebida de frutas con leche mediterráneo,Zumosfera de Dia,Brik,6 x 200 ml,1.2,Dia,Leche y yogures
Zumo tropical sin azúcares añadidos,Zumosfera de Dia,Brik,1 l,0.7,Dia,Zumos
"Zumo de piña, manzana y uva",Zumosfera de Dia,Brik,   6 x 200 ml,1.4,Dia,Zumos
Zumo de piña sin azúcares añadidos,Zumosfera de Dia,Brik,1 l,0.89,Dia,Zumos
Bebida de frutas con leche tropical,Zumosfera de Dia,Brik,6 x 200 ml,1.2,Dia,Leche y yogures
Zumo de naranja,Zumosfera de Dia,Brik,    1 l,1.75,Dia,Zumos
Zumo de melocotón y uva,Zumosfera de Dia,Brik,6 x 200 ml,1.5,Dia,Zumos
Zumo de manzana,Zumosfera de Dia,Brik,   1 l,0.99,Dia,Zumos
Zumo de naranja,Zumosfera de Dia,Brik,    1 l,1.75,Dia,Zumos
Zumo de naranja sin azúcares añadidos,Zumosfera de Dia,Brik,1 l,0.95,Dia,Zumos
Bebida con leche tropical  Bifrutas,Pascual,Brik,6 x 20 cl,2.39,Dia,Leche y yogures
Zumo de melocotón sin azúcares añadidos,Zumosfera de Dia,Brik,1 l,0.99,Dia,Zumos
Zumo de manzana,Zumosfera de Dia,Brik,   6 x 200 ml,1.12,Dia,Zumos
Zumo de naranja,Zumosfera de Dia,Brik,    3 x 200 ml,1.79,Dia,Zumos
Bebida de frutas con leche tropical,Zumosfera de Dia,Brik,1 l,0.95,Dia,Leche y yogures
Bebida de frutas con leche caribe,Zumosfera de Dia,Brik,6 x 20 cl,1.29,Dia,Leche y yogures
Zumo de manzana sin azúcares añadidos,Zumosfera de Dia,Brik,1 l,0.89,Dia,Zumos
Limonada,Don Simón,Botella,1.5 l,1.15,Dia,Refrescos
Zumo de naranja,Simon Life,Botella,1.5 l,1.85,Dia,Zumos
Zumo de piña y uva,Zumosfera de Dia,Brik,   3 x 200 ml,1.29,Dia,Zumos
Néctar light tropical  Disfruta,Juver,Brik,2 l,3.35,Dia,Zumos
Néctar de naranja y mango selección,Granini,Botella,1 l,2.69,Dia,Zumos
Zumo de piña,Zumosfera de Dia,Brik,   1 l,1.25,Dia,Zumos
Bebida de frutas con leche tropical,Zumosfera de Dia,Brik,3 x 330 ml,1.0,Dia,Leche y yogures
Néctar de pera selección,Granini,Botella,1 l,2.69,Dia,Zumos
Mosto tinto,Greip,Botella,1 l,2.59,Dia,Bebidas con alcohol
Néctar piña,Granini,Botella,1 l,2.69,Dia,Zumos
Néctar melocotón,Granini,Botella,1 l,2.99,Dia,Zumos
Néctar naranja,Granini,Botella,1 l,2.69,Dia,Zumos
Bebida con leche tropical  Bifrutas,Pascual,Brik,3 x 330 ml,2.49,Dia,Leche y yogures
Bebida de zumo de naranja y soja  Vivesoy,Pascual,Brik,1 l,1.79,Dia,Leche y yogures
Néctar light piña  Disfruta,Juver,Brik,6 x 200 ml,2.99,Dia,Zumos
Néctar melocotón sin azúcares añadidos  Disfruta,Juver,Brik,6 x 200 ml,2.32,Dia,Zumos
Limonada natural con gas,Don Simón,Lata,33 cl,0.75,Dia,Refrescos
Bebida de leche y zumo de frutas tropical  pack,Don Simón,Caja,4 x 330 ml,1.4,Dia,Leche y yogures
Néctar light de naranja y uva,Juver,Brik,1.5 l,2.85,Dia,Zumos
Néctar light de piña  Disfruta,Juver,Brik,1.5 l,2.85,Dia,Zumos
Néctar light de melocotón  Disfruta,Juver,Brik,1.5 l,2.85,Dia,Zumos
Néctar light manzana  Disfruta,Juver,Brik,1.5 l,2.49,Dia,Zumos
Néctar light,Juver,Brik, 1.5 l,2.49,Dia,Zumos
Zumo exprimido de uva Merlot y uva roja,Zumosfera de Dia,Brik,   1 l,1.99,Dia,Zumos
Bebida refrescante sabor piña colada,Zumosfera de Dia,Botella,1 l,1.49,Dia,Zumos
Bebida de zumo de frutas tropical con bebida de avena  Bifrutas,Pascual,Botella,240 ml,1.09,Dia,Leche y yogures
Bebida refrescante sabor mojito,Zumosfera de Dia,Brik,1 l,1.49,Dia,Refrescos
Limonada,Zumosfera de Dia,Brik,1 l,1.49,Dia,Refrescos
"Zumo de naranja, mango y zanahoria sin azúcares añadidos",Zumosfera de Dia,Brik,1 l,1.25,Dia,Zumos
Néctar de melocotón,Zumosfera de Dia,Botella,1 l,1.59,Dia,Zumos
Néctar de piña,Zumosfera de Dia,Botella,1 l,1.25,Dia,Zumos
Zumo de granada,Zumosfera de Dia,Brik,   1 l,1.99,Dia,Zumos
Zumo de mandarina,Zumosfera de Dia,Brik,   1 l,1.7,Dia,Zumos
Zumo de fresas,Zumosfera de Dia,Brik,   1 l,1.99,Dia,Zumos
Zumo mente mezcla de frutas con extractos y vitaminas,Zumosfera de Dia,Brik,1 l,1.99,Dia,Zumos
Zumo alma de manzana con extractos vegetales,Zumosfera de Dia,Brik,1 l,1.99,Dia,Zumos
Zumo cuerpo mezcla de frutas y extractos vegetales,Zumosfera de Dia,Brik,1 l,1.99,Dia,Zumos
Bebida con leche tropical natural  Bifrutas,Pascual,Botella,240 ml,0.99,Dia,Leche y yogures
Bebida leche y frutas caribe,Zumosfera de Dia,Brik,1 l,1.09,Dia,Leche y yogures
Bebida de fruta con leche melón y sandía,Zumosfera de Dia,Brik,3 x 330 ml,1.49,Dia,Leche y yogures
Zumo de manzana,Don Simón,Brik,6 x 200 ml,1.99,Dia,Zumos
"Zumo de arándano, manzana y uva",Don Simón,Botella,   750 ml,2.3,Dia,Zumos
Zumo de piña,La huerta,Botella,   750 ml,2.3,Dia,Zumos
Zumo de piña,Juver,Brik,    1 l,1.99,Dia,Zumos
Zumo de limón concentrado,Polenghi,Bote,200 ml,1.03,Dia,Zumos
Néctar piña,Granini,Brik,3 x 220 ml,1.59,Dia,Zumos
Bebida con leche mediterráneo  Bifrutas,Pascual,Brik,6 x 200 ml,2.49,Dia,Leche y yogures
Bebida con leche mediterráneo  Bifrutas,Pascual,Brik,3 x 330 ml,2.49,Dia,Leche y yogures
Zumo de piña,Zumosfera de Dia,Brik,   1 l,1.95,Dia,Zumos
Néctar melocotón,Granini,Brik,3 x 20 cl,1.59,Dia,Zumos
Zumo de tomate,Zumosfera de Dia,Brik,   1 l,1.05,Dia,Zumos
Zumo de naranja con pulpa,Don Simón,Botella,1 l,3.25,Dia,Zumos
Zumo de frutas hawaii,Zumosfera de Dia,Botella,1.5 l,1.69,Dia,Zumos
Néctar de arándanos y uva,Granini,Botella,1 l,2.69,Dia,Zumos
Bebida de leche con frutas tropical zero,Don Simón,Brik,1 l,1.4,Dia,Leche y yogures
Zumo de manzana,Don Simón,Brik,1 l,1.49,Dia,Zumos
"Zumo de piña, manzana y uva",Don Simón,Brik,6 x 200 ml,1.99,Dia,Zumos
"Zumo de melocotón, manzana y uva",Don Simón,Brik,6 x 20 cl,1.99,Dia,Zumos
Zumo de manzana,Granini,Botella,   1 l,2.79,Dia,Zumos
Néctar light pera piña  Disfruta,Juver,Brik,2 l,3.75,Dia,Zumos
Bebida de frutas con leche mediterráneo,Zumosfera de Dia,Brik,1 l,0.95,Dia,Leche y yogures
Bebida de frutas con leche mediterráneo,Zumosfera de Dia,Brik,3 x 330 ml,1.0,Dia,Leche y yogures
Bebida de leche y zumo de frutas tropical,Don Simón,Brik,3 x 330 g,1.4,Dia,Leche y yogures
Néctar de pomelo,Granini,Botella,1 l,2.69,Dia,Zumos
Néctar multifrutas,Granini,Botella,1 l,2.69,Dia,Zumos
"Zumo piña, manzana y uva",Zumosfera de Dia,Brik,1 l,0.99,Dia,Zumos
Zumo de melocotón y uva,Zumosfera de Dia,Brik,1 l,1.0,Dia,Zumos
Néctar,Juver,Brik, 6 x 200 ml,2.99,Dia,Zumos
Zumo de tomate,Granini,Botella,1 l,2.79,Dia,Zumos
Mosto blanco,Greip,Botella,1 l,2.59,Dia,Bebidas con alcohol
Bebida de frutas con leche mediterráneo zero,Don Simón,Brik,6 x 200 ml,1.75,Dia,Leche y yogures
Bebida de frutas con leche caribe zero,Don Simón,Brik,6 x 200 ml,1.75,Dia,Leche y yogures
Néctar de melocotón light,Zumosfera de Dia,Brik,1.218 l,1.49,Dia,Zumos
Bebida con leche tropical  Bifrutas,Pascual,Brik,1 l,2.29,Dia,Leche y yogures
Zumo de naranja exprimida sin pulpa,Don Simón,Brik,1 l,2.95,Dia,Zumos
Zumo de naranja,Don Simón,Brik,1 l,2.15,Dia,Zumos
Zumo concentrado piña manzana uva,Don Simón,Brik,1 l,1.5,Dia,Zumos
Zumo melocotón uva y manzana,Don Simón,Brik,1 l,1.49,Dia,Zumos
Zumo naranja exprimido sin pulpa,Zumosfera de Dia,Botella,1 l,1.9,Dia,Zumos
Champan infantil,Champin,Botella,75 cl,3.45,Dia,Refrescos
Patata,Hacendado,Pieza,241 g aprox.,0.48,Mercadona,Fruta y verduras
Patatas,Hacendado,Malla,3 kg,4.9,Mercadona,Fruta y verduras
Patatas rojas,Hacendado,Malla,2 kg,3.65,Mercadona,Fruta y verduras
Patatas,Hacendado,Malla,5 kg,6.99,Mercadona,Fruta y verduras
Patatas guarnición,Hacendado,Malla,1 kg,2.45,Mercadona,Fruta y verduras
Batata,Hacendado,Pieza,424 g aprox.,1.21,Mercadona,Fruta y verduras
Patatas especial para freir,Hacendado,Malla,2 kg,3.75,Mercadona,Fruta y verduras
Yuca,Hacendado,Pieza,671 g aprox.,1.8,Mercadona,Fruta y verduras
Cebollas tiernas,Hacendado,Manojo,3 ud.,1.29,Mercadona,Fruta y verduras
Cebollas,Hacendado,Malla,2 kg,3.85,Mercadona,Fruta y verduras
Cebollas,Hacendado,Malla,1 kg,2.39,Mercadona,Fruta y verduras
Ajos morados,Hacendado,Malla,250 g,1.65,Mercadona,Fruta y verduras
Cebollas dulces,Hacendado,Malla,1 kg,2.44,Mercadona,Fruta y verduras
Ajo tierno,Hacendado,Manojo,200 g,2.35,Mercadona,Fruta y verduras
Ajos morados,Hacendado,Malla,400 g,2.1,Mercadona,Fruta y verduras
Cebollas moradas,Hacendado,Malla,500 g,1.45,Mercadona,Fruta y verduras
Ajo negro dientes pelados,Hacendado,Tarrina,85 g,4.45,Mercadona,Fruta y verduras
Picada de ajo y Perejil,Hacendado,Bandeja,100 g,1.45,Mercadona,Fruta y verduras
Tomate ensalada,Hacendado,Pieza,273 g aprox.,0.57,Mercadona,Fruta y verduras
Tomate canario,Hacendado,Pieza,174 g aprox.,0.34,Mercadona,Fruta y verduras
Tomate pera,Hacendado,Pieza,125 g aprox.,0.25,Mercadona,Fruta y verduras
Tomates pera,Hacendado,Bandeja,1 kg aprox.,2.09,Mercadona,Fruta y verduras
Tomates cherry pera kumato,Hacendado,Bandeja,300 g,1.55,Mercadona,Fruta y verduras
Tomates cherry,Hacendado,Bandeja,500 g,1.9,Mercadona,Fruta y verduras
Tomates cherry en rama Dulcita,Hacendado,Bandeja,200 g,2.26,Mercadona,Fruta y verduras
Tomates,Hacendado,Malla,2 kg,3.7,Mercadona,Fruta y verduras
Tomate kumato negro,Hacendado,Pieza,103 g aprox.,0.29,Mercadona,Fruta y verduras
Tomate rallado,Hacendado,Tarrina,290 g,1.39,Mercadona,Fruta y verduras
Rama de Tomates,Hacendado,Caja,838 g aprox.,1.84,Mercadona,Fruta y verduras
Tomates Anhel,Hacendado,Caja,460 g aprox.,2.76,Mercadona,Fruta y verduras
Zanahorias,Hacendado,Paquete,1 kg,1.09,Mercadona,Fruta y verduras
Pepino,Hacendado,Pieza,204 g aprox.,0.38,Mercadona,Fruta y verduras
Pepino holandés,Hacendado,Pieza,425 g aprox.,0.93,Mercadona,Fruta y verduras
Zanahorias,Hacendado,Paquete,500 g,0.85,Mercadona,Fruta y verduras
Pepinos,Hacendado,Malla,"1,25 kg",2.3,Mercadona,Fruta y verduras
Palitos de zanahoria,Hacendado,Tarrina,180 g,1.99,Mercadona,Fruta y verduras
Zanahoria rallada base para ensalada,Hacendado,Paquete,150 g,0.9,Mercadona,Fruta y verduras
Zanahorias en manojo,Hacendado,Paquete,800 g,1.75,Mercadona,Fruta y verduras
Pimiento rojo,Hacendado,Pieza,273 g aprox.,0.73,Mercadona,Fruta y verduras
Calabacín verde,Hacendado,Pieza,403 g aprox.,0.72,Mercadona,Fruta y verduras
Pimiento verde freír,Hacendado,Pieza,105 g aprox.,0.26,Mercadona,Fruta y verduras
Calabacín blanco,Hacendado,Pieza,352 g aprox.,0.7,Mercadona,Fruta y verduras
"Pimientos tricolor rojo, amarillo y verde",Hacendado,Caja,550 g aprox.,1.64,Mercadona,Fruta y verduras
Pimientos semipicantes,Hacendado,Paquete,250 g,1.35,Mercadona,Fruta y verduras
Pimientos rojos picantes,Hacendado,Bandeja,100 g,1.53,Mercadona,Fruta y verduras
Coliflor,Hacendado,Pieza,"1,04 kg aprox.",2.06,Mercadona,Fruta y verduras
Repollo liso,Hacendado,Pieza,"1,48 kg aprox.",2.43,Mercadona,Fruta y verduras
Medio repollo liso,Hacendado,Caja,1/2 Pieza 796 g aprox.,1.54,Mercadona,Fruta y verduras
Col lombarda,Hacendado,Pieza,"1,1 kg aprox.",2.03,Mercadona,Fruta y verduras
Media col lombarda,Hacendado,Caja,1/2 Pieza 570 g aprox.,1.2,Mercadona,Fruta y verduras
Champiñón pequeño,Hacendado,Bandeja,300 g aprox.,1.43,Mercadona,Fruta y verduras
Champiñón laminado limpio,Hacendado,Bandeja,320 g aprox.,1.99,Mercadona,Fruta y verduras
Seta,Hacendado,Bandeja,250 g aprox.,1.95,Mercadona,Fruta y verduras
Champiñón grande,Hacendado,Bandeja,430 g aprox.,2.21,Mercadona,Fruta y verduras
Seta laminada,Hacendado,Bandeja,250 g aprox.,2.11,Mercadona,Fruta y verduras
Champiñón Portobello,Hacendado,Bandeja,300 g aprox.,2.03,Mercadona,Fruta y verduras
Seta shiitake,Hacendado,Bandeja,300 g aprox.,3.76,Mercadona,Fruta y verduras
Mix de setas intenso,Hacendado,Bandeja,235 g aprox.,3.96,Mercadona,Fruta y verduras
Mix de setas suave,Hacendado,Bandeja,260 g aprox.,3.82,Mercadona,Fruta y verduras
Perejil troceado,Hacendado,Paquete,40 g,0.79,Mercadona,Fruta y verduras
Jengibre,Hacendado,Caja,200 g aprox.,1.69,Mercadona,Fruta y verduras
Cilantro,Hacendado,Bandeja,20 g,1.25,Mercadona,Fruta y verduras
Albahaca,Hacendado,Bandeja,20 g,1.5,Mercadona,Fruta y verduras
Hierbabuena,Hacendado,Paquete,40 g,1.35,Mercadona,Fruta y verduras
Cebollino,Hacendado,Bandeja,20 g,1.8,Mercadona,Fruta y verduras
Espinacas cortadas,Hacendado,Paquete,300 g,1.2,Mercadona,Fruta y verduras
Brócoli,Hacendado,Pieza,393 g aprox.,0.86,Mercadona,Fruta y verduras
Berenjena,Hacendado,Pieza,366 g aprox.,0.69,Mercadona,Fruta y verduras
Judía verde plana,Hacendado,Bandeja,750 g,2.99,Mercadona,Fruta y verduras
Judía verde plana,Hacendado,Paquete,350 g,1.89,Mercadona,Fruta y verduras
Acelgas cortadas,Hacendado,Paquete,300 g,1.2,Mercadona,Fruta y verduras
Puerros,Hacendado,Paquete,900 g aprox.,2.42,Mercadona,Fruta y verduras
Puerros,Hacendado,Bandeja,450 g aprox.,2.09,Mercadona,Fruta y verduras
Alcachofa,Hacendado,Pieza,150 g aprox.,0.37,Mercadona,Fruta y verduras
Judía verde redonda,Hacendado,Bandeja,500 g,2.99,Mercadona,Fruta y verduras
Calabaza cacahuete cortada a trozos,Hacendado,Bandeja,450 g aprox.,1.8,Mercadona,Fruta y verduras
Apio verde,Hacendado,Paquete,660 g aprox.,1.26,Mercadona,Fruta y verduras
Espárrago verde fino,Hacendado,Paquete,250 g,1.7,Mercadona,Fruta y verduras
Rabanitos,Hacendado,Paquete,250 g,1.1,Mercadona,Fruta y verduras
Remolacha cocida y pelada,Hacendado,Paquete,450 g,0.99,Mercadona,Fruta y verduras
Acelgas,Hacendado,Paquete,800 g,2.26,Mercadona,Fruta y verduras
Maíz dulce en mazorca cocido,Hacendado,Paquete,2 ud. (450 g),1.55,Mercadona,Fruta y verduras
Calabaza cacahuete,Hacendado,Pieza,"1,06 kg aprox.",1.96,Mercadona,Fruta y verduras
Media calabaza cacahuete,Hacendado,Caja,1/2 Pieza 603 g aprox.,1.27,Mercadona,Fruta y verduras
Espárrago verde grueso,Hacendado,Paquete,300 g,3.05,Mercadona,Fruta y verduras
Maíz dulce en mazorca,Hacendado,Bandeja,2 ud.,2.85,Mercadona,Fruta y verduras
Habas,Hacendado,Granel,150 g aprox.,0.45,Mercadona,Fruta y verduras
Preparado de verdura para puchero,Hacendado,Bandeja,900 g aprox.,1.79,Mercadona,Fruta y verduras
3 Vegetales para microondas,Hacendado,Paquete,300 g,1.64,Mercadona,Fruta y verduras
Floretas de brócoli para microondas,Hacendado,Paquete,230 g,1.52,Mercadona,Fruta y verduras
Mix de verduras paisana para microondas,Hacendado,Paquete,300 g,1.8,Mercadona,Fruta y verduras
Sopa juliana para microondas,Hacendado,Paquete,400 g,1.85,Mercadona,Fruta y verduras
Patata para microondas,Hacendado,Paquete,400 g,1.45,Mercadona,Fruta y verduras
Batata para microondas,Hacendado,Paquete,400 g,2.4,Mercadona,Fruta y verduras
Mix de verduras jardinera para microondas,Hacendado,Paquete,400 g,1.9,Mercadona,Fruta y verduras
Compresa sin alas normal  Classic,Deliplus,Paquete,26 ud.,1.13,Mercadona,Higiene
Compresa con alas noche plegada  Classic,Deliplus,Paquete,10 ud.,1.32,Mercadona,Higiene
Compresa sin alas de incontinencia  Maxi,Deliplus,Paquete,12 ud.,3.15,Mercadona,Higiene
Compresa con alas normal  Suave,Deliplus,Paquete,32 ud.,2.15,Mercadona,Higiene
Compresa con alas noche  Suave,Deliplus,Paquete,10 ud.,1.15,Mercadona,Higiene
Compresa sin alas de incontinencia  Extra,Deliplus,Paquete,20 ud.,3.35,Mercadona,Higiene
Compresa sin alas normal plegada  Classic,Deliplus,Paquete,20 ud.,1.18,Mercadona,Higiene
Compresa con alas super  Suave,Deliplus,Paquete,28 ud.,2.15,Mercadona,Higiene
Compresa sin alas super plegada  Classic,Deliplus,Paquete,16 ud.,1.32,Mercadona,Higiene
Compresa con alas normal cotton like fresh,Evax ,Paquete,32 ud.,4.5,Mercadona,Higiene
Compresa con alas normal  Dry,Deliplus,Paquete,32 ud.,2.15,Mercadona,Higiene
Compresa con alas super  Dry,Deliplus,Paquete,28 ud.,2.15,Mercadona,Higiene
Compresa sin alas de incontinencia  Normal,Deliplus,Paquete,24 ud.,3.35,Mercadona,Higiene
Compresa con alas super cotton like fresh,Evax ,Paquete,24 ud.,4.2,Mercadona,Higiene
Compresa con alas noche,Ausonia,Paquete,16 ud.,2.95,Mercadona,Higiene
Compresa sin alas normal  Suave,Deliplus,Paquete,32 ud.,2.15,Mercadona,Higiene
Compresa con alas normal,Ausonia,Paquete,24 ud.,2.95,Mercadona,Higiene
Compresa con alas super,Ausonia,Paquete,20 ud.,2.95,Mercadona,Higiene
Compresa sin alas super  Suave,Deliplus,Paquete,28 ud.,2.15,Mercadona,Higiene
Compresa sin alas de incontinencia  Mini,Deliplus,Paquete,30 ud.,3.35,Mercadona,Higiene
Compresa sin alas extraplana noche,Deliplus,Paquete,10 ud.,1.7,Mercadona,Higiene
Compresa con alas normal  Suave,Deliplus,Paquete,10 ud.,1.0,Mercadona,Higiene
Compresa con alas normal  Cotton,Deliplus,Paquete,32 ud.,3.07,Mercadona,Higiene
Compresa con alas super  Cotton,Deliplus,Paquete,28 ud.,3.07,Mercadona,Higiene
Copa menstrual íntima talla M,Deliplus,Caja,1 ud.,8.51,Mercadona,Higiene
Copa menstrual íntima talla L,Deliplus,Caja,1 ud.,8.51,Mercadona,Higiene
Compresa sin alas de incontinencia  Maxi Night,Deliplus,Paquete,10 ud.,3.15,Mercadona,Higiene
Compresa sin alas normal cotton like,Evax ,Paquete,20 ud.,2.85,Mercadona,Higiene
Protegeslip normal  Suave,Deliplus,Caja,72 ud.,1.85,Mercadona,Higiene
Protegeslip y compresa 2 en 1  Suave,Deliplus,Caja,24 ud.,1.65,Mercadona,Higiene
Protegeslip maxi  Suave,Deliplus,Caja,60 ud.,2.25,Mercadona,Higiene
Protegeslip normal Evax,Marca no encontrada,Caja,70 ud.,3.5,Mercadona,Higiene
Protegeslip normal plegado  Suave,Deliplus,Caja,28 ud.,1.1,Mercadona,Higiene
Protegeslip Cotton flexiform  regular + tanga,Carefree,Caja,30 ud.,2.05,Mercadona,Higiene
Protegeslip ultrafino  Fresh,Deliplus,Caja,34 ud.,1.23,Mercadona,Higiene
Protegeslip tanga  Fresh,Deliplus,Caja,30 ud.,1.28,Mercadona,Higiene
Protegeslip micro  Fresh,Deliplus,Caja,44 ud.,2.0,Mercadona,Higiene
Protegeslip de incontinencia  pequeño,Deliplus,Caja,34 ud.,3.1,Mercadona,Higiene
Protegeslip normal  Dry,Deliplus,Caja,70 ud.,2.1,Mercadona,Higiene
Protegeslip maxi  Dry,Deliplus,Caja,60 ud.,2.5,Mercadona,Higiene
Protegeslip normal  Cotton,Deliplus,Caja,30 ud.,1.7,Mercadona,Higiene
Protegeslip maxi  Cotton,Deliplus,Caja,28 ud.,1.8,Mercadona,Higiene
Tampones regular  Pearl con aplicador,Tampax,Caja,20 ud.,3.85,Mercadona,Higiene
Tampones super  Pearl con aplicador,Tampax,Caja,18 ud.,3.85,Mercadona,Higiene
Tampones super plus  Pearl con aplicador,Tampax,Caja,18 ud.,3.85,Mercadona,Higiene
Tampones mini  con aplicador compacto,Deliplus,Caja,20 ud.,1.9,Mercadona,Higiene
Tampones regular  100% algodón,Deliplus,Caja,18 ud.,2.55,Mercadona,Higiene
Tampones super  100% algodón,Deliplus,Caja,18 ud.,2.55,Mercadona,Higiene
Tampones super plus  100% algodón,Deliplus,Caja,15 ud.,2.55,Mercadona,Higiene
Tampones regular  Compak con aplicador,Tampax,Caja,16 ud.,2.7,Mercadona,Higiene
Tampones super  Compak con aplicador,Tampax,Caja,16 ud.,2.9,Mercadona,Higiene
Tampones super plus  Compak con aplicador,Tampax,Caja,16 ud.,3.5,Mercadona,Higiene
Tampones regular  con aplicador compacto,Deliplus,Caja,20 ud,2.0,Mercadona,Higiene
Tampones súper  con aplicador compacto,Deliplus,Caja,20 ud,2.0,Mercadona,Higiene
Tampones súper plus  con aplicador compacto,Deliplus,Caja,20 ud,2.0,Mercadona,Higiene
Protector cama tamaño 60 x 90 cm,Deliplus,Paquete,20 ud.,8.5,Mercadona,Higiene
Pañal adulto braguita talla M  Pants plus,Deliplus,Paquete,14 ud.,10.8,Mercadona,Higiene
Pañal adulto braguita talla L  Pants Plus,Deliplus,Paquete,14 ud.,11.95,Mercadona,Higiene
Compresa de incontinencia  masculina,Tena,Caja,10 ud.,4.05,Mercadona,Higiene
Pañal adulto talla M,Deliplus,Paquete,20 ud.,13.55,Mercadona,Higiene
Pañal adulto talla L,Deliplus,Paquete,20 ud.,14.8,Mercadona,Higiene
Toallitas íntimas cuidado diario,Deliplus,Paquete,25 ud.,1.3,Mercadona,Higiene
Toallitas íntimas cuidado diario,Deliplus,Paquete,12 ud.,0.85,Mercadona,Higiene
Toallitas íntimas cuidado diario  monodosis,Deliplus,Caja,20 sobres,1.8,Mercadona,Higiene
Gel de higiene íntima,Deliplus,Bote,500 ml,1.25,Mercadona,Higiene
Gel de higiene íntima hidratante,Deliplus,Bote,500 ml,2.25,Mercadona,Higiene
Alubias blancas,Vegecampo de Dia,Bolsa,1 Kg,2.0,Dia,Arroz legumbres y pasta
Alubias pintas,Vegecampo de Dia,Bolsa,1 Kg,2.26,Dia,Arroz legumbres y pasta
Alubia negra,Vegecampo de Dia,Bolsa,500 g,1.2,Dia,Arroz legumbres y pasta
Alubias blancas bajo contenido en sal,Vegecampo de Dia,Frasco,400 g,0.95,Dia,Arroz legumbres y pasta
Alubias rojas cocidas,Vegecampo de Dia,Frasco,400 g,1.05,Dia,"Conservas, caldos y cremas"
Alubias pintas cocidas,Vegecampo de Dia,Frasco,400 g,1.1,Dia,"Conservas, caldos y cremas"
Alubias blancas extra,Vegecampo de Dia,Frasco,210 g,0.7,Dia,Arroz legumbres y pasta
Alubias blancas con verduras,Vegecampo de Dia,Frasco,400 g,1.15,Dia,Arroz legumbres y pasta
Alubia cocida,Luengo,Frasco,400 g,1.25,Dia,"Conservas, caldos y cremas"
Alubias blancas cocidas,La Asturiana,Frasco,400 g,1.7,Dia,"Conservas, caldos y cremas"
Alubias blancas,Luengo,Bolsa,1 Kg,3.75,Dia,Arroz legumbres y pasta
Alubia cocido sin sal,La Asturiana,Frasco,400 g,1.75,Dia,"Conservas, caldos y cremas"
Alubia blanca cocida ecológica,Luengo,Frasco,400 g,1.99,Dia,"Conservas, caldos y cremas"
Alubias pintas cocidas,La Asturiana,Frasco,400 g,1.75,Dia,"Conservas, caldos y cremas"
Alubia de la bañeza cocida,Luengo,Frasco,400 g,1.45,Dia,"Conservas, caldos y cremas"
Pollo teriyaki,Hacendado,Bol,300 g,5.0,Mercadona,Marisco y pescado
Noodles Yakisoba con carne y verduras,Hacendado,Bol,300 g,4.5,Mercadona,Marisco y pescado
