producto,marca,formato,cantidad,precio,supermercado,categoría,id_producto
Compresa con alas noche,Ausonia,Paquete,16 ud.,2.95,Mercadona,Higiene,8799
Compresa sin alas normal  Suave,Deliplus,Paquete,32 ud.,2.15,Mercadona,Higiene,8800
Compresa con alas normal,Ausonia,Paquete,24 ud.,2.95,Mercadona,Higiene,8801
Compresa con alas super,Ausonia,Paquete,20 ud.,2.95,Mercadona,Higiene,8802
Compresa sin alas super  Suave,Deliplus,Paquete,28 ud.,2.15,Mercadona,Higiene,8803
Compresa sin alas de incontinencia  Mini,Deliplus,Paquete,30 ud.,3.35,Mercadona,Higiene,8804
Compresa sin alas extraplana noche,Deliplus,Paquete,10 ud.,1.7,Mercadona,Higiene,8805
Compresa con alas normal  Suave,Deliplus,Paquete,10 ud.,1.0,Mercadona,Higiene,8806
Compresa con alas normal  Cotton,Deliplus,Paquete,32 ud.,3.07,Mercadona,Higiene,8807
Compresa con alas super  Cotton,Deliplus,Paquete,28 ud.,3.07,Mercadona,Higiene,8808
Copa menstrual íntima talla M,Deliplus,Caja,1 ud.,8.51,Mercadona,Higiene,8809
Copa menstrual íntima talla L,Deliplus,Caja,1 ud.,8.51,Mercadona,Higiene,8810
Compresa sin alas de incontinencia  Maxi Night,Deliplus,Paquete,10 ud.,3.15,Mercadona,Higiene,8811
Compresa sin alas normal cotton like,Evax ,Paquete,20 ud.,2.85,Mercadona,Higiene,8812
Protegeslip normal  Suave,Deliplus,Caja,72 ud.,1.85,Mercadona,Higiene,8813
Protegeslip y compresa 2 en 1  Suave,Deliplus,Caja,24 ud.,1.65,Mercadona,Higiene,8814
Protegeslip maxi  Suave,Deliplus,Caja,60 ud.,2.25,Mercadona,Higiene,8815
Protegeslip normal Evax,Marca no encontrada,Caja,70 ud.,3.5,Mercadona,Higiene,8816
Protegeslip normal plegado  Suave,Deliplus,Caja,28 ud.,1.1,Mercadona,Higiene,8817
Protegeslip Cotton flexiform  regular + tanga,Carefree,Caja,30 ud.,2.05,Mercadona,Higiene,8818
Protegeslip ultrafino  Fresh,Deliplus,Caja,34 ud.,1.23,Mercadona,Higiene,8819
Protegeslip tanga  Fresh,Deliplus,Caja,30 ud.,1.28,Mercadona,Higiene,8820
Protegeslip micro  Fresh,Deliplus,Caja,44 ud.,2.0,Mercadona,Higiene,8821
Protegeslip de incontinencia  pequeño,Deliplus,Caja,34 ud.,3.1,Mercadona,Higiene,8822
Protegeslip normal  Dry,Deliplus,Caja,70 ud.,2.1,Mercadona,Higiene,8823
Protegeslip maxi  Dry,Deliplus,Caja,60 ud.,2.5,Mercadona,Higiene,8824
Protegeslip normal  Cotton,Deliplus,Caja,30 ud.,1.7,Mercadona,Higiene,8825
Protegeslip maxi  Cotton,Deliplus,Caja,28 ud.,1.8,Mercadona,Higiene,8826
Tampones regular  Pearl con aplicador,Tampax,Caja,20 ud.,3.85,Mercadona,Higiene,8827
Tampones super  Pearl con aplicador,Tampax,Caja,18 ud.,3.85,Mercadona,Higiene,8828
Tampones super plus  Pearl con aplicador,Tampax,Caja,18 ud.,3.85,Mercadona,Higiene,8829
Tampones mini  con aplicador compacto,Deliplus,Caja,20 ud.,1.9,Mercadona,Higiene,8830
Tampones regular  100% algodón,Deliplus,Caja,18 ud.,2.55,Mercadona,Higiene,8831
Tampones super  100% algodón,Deliplus,Caja,18 ud.,2.55,Mercadona,Higiene,8832
Tampones super plus  100% algodón,Deliplus,Caja,15 ud.,2.55,Mercadona,Higiene,8833
Tampones regular  Compak con aplicador,Tampax,Caja,16 ud.,2.7,Mercadona,Higiene,8834
Tampones super  Compak con aplicador,Tampax,Caja,16 ud.,2.9,Mercadona,Higiene,8835
Tampones super plus  Compak con aplicador,Tampax,Caja,16 ud.,3.5,Mercadona,Higiene,8836
Tampones regular  con aplicador compacto,Deliplus,Caja,20 ud,2.0,Mercadona,Higiene,8837
Tampones súper  con aplicador compacto,Deliplus,Caja,20 ud,2.0,Mercadona,Higiene,8838
Tampones súper plus  con aplicador compacto,Deliplus,Caja,20 ud,2.0,Mercadona,Higiene,8839
Protector cama tamaño 60 x 90 cm,Deliplus,Paquete,20 ud.,8.5,Mercadona,Higiene,8840
Pañal adulto braguita talla M  Pants plus,Deliplus,Paquete,14 ud.,10.8,Mercadona,Higiene,8841
Pañal adulto braguita talla L  Pants Plus,Deliplus,Paquete,14 ud.,11.95,Mercadona,Higiene,8842
Compresa de incontinencia  masculina,Tena,Caja,10 ud.,4.05,Mercadona,Higiene,8843
Pañal adulto talla M,Deliplus,Paquete,20 ud.,13.55,Mercadona,Higiene,8844
Pañal adulto talla L,Deliplus,Paquete,20 ud.,14.8,Mercadona,Higiene,8845
Toallitas íntimas cuidado diario,Deliplus,Paquete,25 ud.,1.3,Mercadona,Higiene,8846
Toallitas íntimas cuidado diario,Deliplus,Paquete,12 ud.,0.85,Mercadona,Higiene,8847
Toallitas íntimas cuidado diario  monodosis,Deliplus,Caja,20 sobres,1.8,Mercadona,Higiene,8848
Gel de higiene íntima,Deliplus,Bote,500 ml,1.25,Mercadona,Higiene,8849
Gel de higiene íntima hidratante,Deliplus,Bote,500 ml,2.25,Mercadona,Higiene,8850
Alubias blancas,Vegecampo de Dia,Bolsa,1 Kg,2.0,Dia,Arroz legumbres y pasta,8851
Alubias pintas,Vegecampo de Dia,Bolsa,1 Kg,2.26,Dia,Arroz legumbres y pasta,8852
Alubia negra,Vegecampo de Dia,Bolsa,500 g,1.2,Dia,Arroz legumbres y pasta,8853
Alubias blancas bajo contenido en sal,Vegecampo de Dia,Frasco,400 g,0.95,Dia,Arroz legumbres y pasta,8854
Alubias rojas cocidas,Vegecampo de Dia,Frasco,400 g,1.05,Dia,"Conservas, caldos y cremas",8855
Alubias pintas cocidas,Vegecampo de Dia,Frasco,400 g,1.1,Dia,"Conservas, caldos y cremas",8856
Alubias blancas extra,Vegecampo de Dia,Frasco,210 g,0.7,Dia,Arroz legumbres y pasta,8857
Alubias blancas con verduras,Vegecampo de Dia,Frasco,400 g,1.15,Dia,Arroz legumbres y pasta,8858
Alubia cocida,Luengo,Frasco,400 g,1.25,Dia,"Conservas, caldos y cremas",8859
Alubias blancas cocidas,La Asturiana,Frasco,400 g,1.7,Dia,"Conservas, caldos y cremas",8860
Alubias blancas,Luengo,Bolsa,1 Kg,3.75,Dia,Arroz legumbres y pasta,8861
Alubia cocido sin sal,La Asturiana,Frasco,400 g,1.75,Dia,"Conservas, caldos y cremas",8862
Alubia blanca cocida ecológica,Luengo,Frasco,400 g,1.99,Dia,"Conservas, caldos y cremas",8863
Alubias pintas cocidas,La Asturiana,Frasco,400 g,1.75,Dia,"Conservas, caldos y cremas",8864
Alubia de la bañeza cocida,Luengo,Frasco,400 g,1.45,Dia,"Conservas, caldos y cremas",8865
Pollo teriyaki,Hacendado,Bol,300 g,5.0,Mercadona,Marisco y pescado,8866
Noodles Yakisoba con carne y verduras,Hacendado,Bol,300 g,4.5,Mercadona,Marisco y pescado,8867
Poke salmón,Hacendado,Bol,400 g,5.5,Mercadona,Marisco y pescado,8868
Surtido sushi Bento grande,Hacendado,Bandeja,310 g,10.75,Mercadona,Marisco y pescado,8869
Surtido sushi Bento pequeño,Hacendado,Bandeja,160 g,6.75,Mercadona,Marisco y pescado,8870
Surtido sushi Bento mix,Hacendado,Bandeja,350 g,8.75,Mercadona,Marisco y pescado,8871
Poke pollo,Hacendado,Bol,400 g,5.5,Mercadona,Marisco y pescado,8872
Pizza jamón y queso,Hacendado,Pack,415 g,2.5,Mercadona,Pizzas y platos preparados,8873
Pizza jamón y queso familiar,Hacendado,Pack,600 g,3.4,Mercadona,Pizzas y platos preparados,8874
Pizza jamón y queso,Hacendado,Pack,2 ud. x 220 g,2.9,Mercadona,Pizzas y platos preparados,8875
Pizza barbacoa,Hacendado,Pack,415 g,2.5,Mercadona,Pizzas y platos preparados,8876
Pizza barbacoa familiar,Hacendado,Pack,600 g,3.4,Mercadona,Pizzas y platos preparados,8877
Pizza barbacoa,Hacendado,Pack,2 ud. x 220 g,2.9,Mercadona,Pizzas y platos preparados,8878
Pizza 4 quesos,Hacendado,Pack,410 g,2.9,Mercadona,Pizzas y platos preparados,8879
Pizza 4 quesos familiar,Hacendado,Pack,580 g,3.4,Mercadona,Pizzas y platos preparados,8880
Pizza 4 quesos,Hacendado,Pack,2 ud. x 210 g,2.9,Mercadona,Pizzas y platos preparados,8881
Pizza serrana,Hacendado,Pack,400 g,2.9,Mercadona,Pizzas y platos preparados,8882
Pizza carbonara,Hacendado,Pack,430 g,2.9,Mercadona,Pizzas y platos preparados,8883
Pizza carbonara familiar,Hacendado,Pack,600 g,3.4,Mercadona,Pizzas y platos preparados,8884
Pizza mediterránea,Hacendado,Pack,430 g,2.9,Mercadona,Pizzas y platos preparados,8885
Pizza pepperoni,Hacendado,Pack,410 g,2.9,Mercadona,Pizzas y platos preparados,8886
Pizza atún y bacón,Hacendado,Pack,415 g,2.9,Mercadona,Pizzas y platos preparados,8887
Pizza atún y bacón,Hacendado,Pack,2 ud. x 220 g,2.9,Mercadona,Pizzas y platos preparados,8888
Pizza pollo,Hacendado,Pack,430 g,2.9,Mercadona,Pizzas y platos preparados,8889
Pizza romana  con champiñones salteados,Hacendado,Pack,430 g,2.9,Mercadona,Pizzas y platos preparados,8890
Pizza margarita,Hacendado,Pack,340 g,2.2,Mercadona,Pizzas y platos preparados,8891
Pizza jamón y queso sin gluten y sin lactosa,Hacendado,Pack,420 g,3.2,Mercadona,Pizzas y platos preparados,8892
Pizza pollo y bacón,Hacendado,Pack,420 g,2.9,Mercadona,Pizzas y platos preparados,8893
Pizza Calzone con jamón cocido y queso,Hacendado,Caja,400 g,3.8,Mercadona,Pizzas y platos preparados,8894
Pizza Prosciutto  jamón y queso,Hacendado,Caja,400 g,3.9,Mercadona,Pizzas y platos preparados,8895
Pizza Formaggi  4 quesos,Hacendado,Caja,400 g,3.9,Mercadona,Pizzas y platos preparados,8896
Pizzas tomate y queso  ultracongeladas,Hacendado,Pack,2 ud. x 285 g,2.4,Mercadona,Pizzas y platos preparados,8897
Pizza boloñesa  ultracongelada,Hacendado,Pack,400 g,2.6,Mercadona,Pizzas y platos preparados,8898
Pizza Pepperoni barbacoa  ultracongelada,Hacendado,Pack,540 g,3.5,Mercadona,Pizzas y platos preparados,8899
Pizza masa fina 4 quesos  ultracongelada,Hacendado,Pack,390 g,2.5,Mercadona,Pizzas y platos preparados,8900
Pizza atún  ultracongelada,Hacendado,Pack,390 g,2.6,Mercadona,Pizzas y platos preparados,8901
Pizza masa fina jamón  ultracongelada,Hacendado,Pack,400 g,2.5,Mercadona,Pizzas y platos preparados,8902
Pizza americana rellena de cheddar  ultracongelada,Hacendado,Pack,540 g,3.5,Mercadona,Pizzas y platos preparados,8903
Pizza 4 quesos sin gluten y sin lactosa  ultracongelada,Hacendado,Pack,410 g,3.1,Mercadona,Pizzas y platos preparados,8904
Pizza masa fina carbonara  ultracongelada,Hacendado,Pack,390 g,2.5,Mercadona,Pizzas y platos preparados,8905
Pizza masa fina Barbacoa  ultracongelada,Hacendado,Pack,390 g,2.5,Mercadona,Pizzas y platos preparados,8906
Masa pizza fresca familiar,Hacendado,Paquete,400 g,1.8,Mercadona,Pizzas y platos preparados,8907
Bases de pizza artesanas extrafinas y crujientes  ultracongeladas,Hacendado,Paquete,3 ud. (420 g),1.9,Mercadona,Pizzas y platos preparados,8908
Bases de pizza sin gluten sin lactosa  ultracongeladas,Hacendado,Paquete,2 ud. (400 g),4.0,Mercadona,Pizzas y platos preparados,8909
Piadinas pan estilo italiano,Hacendado,Paquete,4 ud. (320 g),2.1,Mercadona,Pizzas y platos preparados,8910
Masa fresca pizza,Hacendado,Pack,2 paquetes x 260 g,2.4,Mercadona,Pizzas y platos preparados,8911
Masa fresca pizza de cereales y semillas,Hacendado,Pack,2 paquetes x 260 g,2.6,Mercadona,Pizzas y platos preparados,8912
Rosca jamón serrano y queso emmental,Hacendado,Pack,450 g,3.5,Mercadona,Pizzas y platos preparados,8913
Quiche verduras,Hacendado,Pack,390 g,2.9,Mercadona,Pizzas y platos preparados,8914
"Rosca lomo, bacón y queso emmental",Hacendado,Pack,480 g,3.5,Mercadona,Pizzas y platos preparados,8915
Quiche york y bacón,Hacendado,Pack,380 g,2.9,Mercadona,Pizzas y platos preparados,8916
"Focaccia con queso, romero y tomillo",Hacendado,Pack,2 ud. x 150 g,1.8,Mercadona,Pizzas y platos preparados,8917
Petit de bolsillo de fresa,Hacendado,Caja,4 ud. (360 g),1.6,Mercadona,Leche y yogures,8918
Danonino sabor fresa ,Danone,Pack,6 ud. x 50 g,1.44,Mercadona,Leche y yogures,8919
Danonino sabor fresa y plátano ,Danone,Pack,6 ud. x 50 g,1.44,Mercadona,Leche y yogures,8920
Petit sabores,Hacendado,Pack,12 ud. x 60 g,1.5,Mercadona,Leche y yogures,8921
Petit Nesquik,Nestlé,Pack,6 ud. x 60 g,1.8,Mercadona,Leche y yogures,8922
Postre lácteo infantil de fresa y plátano  +8 meses,Hacendado,Pack,1 ud. (100 g),0.85,Mercadona,Leche y yogures,8923
Postre lácteo infantil de fresa  +8 meses,Yogolino,Pack,4 ud. x 100 g,2.95,Mercadona,Leche y yogures,8924
Postre lácteo infantil de plátano  +6 meses,Yogolino,Pack,4 ud. x 100 g,2.95,Mercadona,Leche y yogures,8925
Postre lácteo infantil de natillas  +6 meses,Yogolino,Pack,4 ud. x 100 g,3.35,Mercadona,Leche y yogures,8926
Postre lácteo infantil de galleta  +8 meses,Hacendado,Pack,1 ud. (100 g),0.85,Mercadona,Leche y yogures,8927
Jamoncitos de pollo congelados,Hacendado,Paquete,1 kg,3.1,Mercadona,Congelados,8928
Alas de pollo congeladas,Hacendado,Paquete,1 kg,3.4,Mercadona,Congelados,8929
Medallones preparado de solomillo cerdo congelados marinados,Hacendado,Paquete,300 g aprox.,3.11,Mercadona,Congelados,8930
Solomillo de pavo marinado congelado,Hacendado,Paquete,350 g aprox.,2.76,Mercadona,Congelados,8931
Cuartos traseros de pollo congelados,Hacendado,Paquete,2 kg,5.8,Mercadona,Congelados,8932
Solomillo de cerdo marinado congelado,Hacendado,Paquete,800 g aprox.,6.24,Mercadona,Congelados,8933
Jamoncitos de pavo duplo congelados,Hacendado,Paquete,670 g aprox.,2.91,Mercadona,Congelados,8934
Pierna de lechal entera congelada,Hacendado,Pieza,650 g aprox.,9.04,Mercadona,Congelados,8935
Chuletas cordero de lechal congeladas,Hacendado,Paquete,550 g aprox.,12.65,Mercadona,Congelados,8936
Pechugas de pollo enteras congeladas,Hacendado,Paquete,1 kg aprox.,5.65,Mercadona,Congelados,8937
Alas de pollo barbacoa congeladas,Hacendado,Paquete,750 g,3.68,Mercadona,Congelados,8938
Salchichas cocidas frankfurt con queso,Funky Frank de Dia,Bolsa,4 x 140 g,1.74,Dia,Charcutería y quesos,8939
Salchichas cocidas frankfurt,Funky Frank de Dia,Bolsa,4 x 160 g,1.74,Dia,Charcutería y quesos,8940
Salchichas cocidas Viena con queso ,Funky Frank de Dia,Bolsa,3 x 200 g,1.68,Dia,Charcutería y quesos,8941
Salchichas cocidas frankfurt,Campofrío,Bolsa,4 x 140 g,2.25,Dia,Charcutería y quesos,8942
Salchichas cocidas Viena de pollo,Funky Frank de Dia,Bolsa,3 x 200 g,1.72,Dia,Charcutería y quesos,8943
Salchichas cocidas wieners,Oscar mayer,Bolsa,200 g,1.39,Dia,Charcutería y quesos,8944
Salchichas cocidas súper,Funky Frank de Dia,Bolsa,350 g,1.79,Dia,Charcutería y quesos,8945
Salchichas cocidas wieners con queso,Oscar mayer,Bolsa,200 g,1.39,Dia,Charcutería y quesos,8946
Salchichas cocidas jumbo classic,Oscar mayer,Bolsa,350 g,2.45,Dia,Charcutería y quesos,8947
Salchichas bockwurst,Selección Mundial de Dia,Frasco,250 g,2.59,Dia,Charcutería y quesos,8948
Salchichas big pavo,Elpozo,Bolsa,3 x 200 g,2.5,Dia,Charcutería y quesos,8949
Salchichas bockwurst,Selección Mundial de Dia,Bolsa,270 g,2.99,Dia,Charcutería y quesos,8950
Salchichas cocidas Viena clásicas,Funky Frank de Dia,Bolsa,3 x 200 g,2.1,Dia,Charcutería y quesos,8951
Salchichas cocidas jumbo con queso,Oscar mayer,Bolsa,350 g,2.45,Dia,Charcutería y quesos,8952
Salchichas bratwurst,Selección Mundial de Dia,Bolsa,270 g,2.99,Dia,Charcutería y quesos,8953
Salchichas frankfurt,Elpozo,Bolsa,2 x 140 g,1.0,Dia,Charcutería y quesos,8954
Salchichas cocidas hot dog,Elpozo King,Bolsa,275 g,1.75,Dia,Charcutería y quesos,8955
Salchichas veganas,Revolu green,Bolsa,170 g,2.79,Dia,Charcutería y quesos,8956
Salchichas de pavo,Campofrío Cuida-T,Bolsa,170 g,0.85,Dia,Charcutería y quesos,8957
Salchichas frankfurt de pavo,Campofrío,Bolsa,3 x 140 g,1.99,Dia,Charcutería y quesos,8958
Salchichas meisterhand,Schara,Bolsa,340 g,3.95,Dia,Charcutería y quesos,8959
Salchicha alemana cocktail,Selección Mundial de Dia,Frasco,150 g,2.35,Dia,Charcutería y quesos,8960
Salchichas de pavo,Elpozo King,Bolsa,330 g,1.99,Dia,Charcutería y quesos,8961
Salchichas cocidas frankfurt pikante,Schara,Bolsa,170 g,2.95,Dia,Charcutería y quesos,8962
Salchichas cocidas bockwurst,Meica,Frasco,250 g,4.99,Dia,Charcutería y quesos,8963
Postre de soja  sabor vainilla,Hacendado,Pack,4 ud. x 100 g,1.4,Mercadona,Leche y yogures,8964
Postre de soja natural  con coco,Alpro,Bote,400 g,2.3,Mercadona,Leche y yogures,8965
Postre de soja sabor mango  sin azúcares añadidos,Alpro,Bote,400 g,2.6,Mercadona,Leche y yogures,8966
Postre de soja  natural,Hacendado,Pack,4 ud. x 100 g,1.15,Mercadona,Leche y yogures,8967
Postre de coco natural ,Alpro,Bote,350 g,2.6,Mercadona,Leche y yogures,8968
Postre de soja  Skyr Style sabor fresa,Alpro,Bote,400 g,2.6,Mercadona,Leche y yogures,8969
Postre de soja sabor arándanos ,Alpro,Bote,400 g,2.3,Mercadona,Leche y yogures,8970
Vino tinto,Casón Histórico,Brick,1 L,1.05,Mercadona,Bebidas con alcohol,8971
Vino tinto,Don Simón,Brick,1 L,1.6,Mercadona,Bebidas con alcohol,8972
Vino tinto tempranillo,Elegido,Botella,1 L,2.0,Mercadona,Bebidas con alcohol,8973
Vino tinto,Dominio de Borgia,Botella,2 L,2.7,Mercadona,Bebidas con alcohol,8974
Vino tinto,Dominio de Borgia,Garrafa,5 L,5.55,Mercadona,Bebidas con alcohol,8975
Vino tinto D.O Rioja  crianza,El Coto,Botella,750 ml,6.3,Mercadona,Bebidas con alcohol,8976
Vino tinto D.O Rioja  cosecha,Comportillo,Botella,750 ml,2.45,Mercadona,Bebidas con alcohol,8977
Vino tinto D.O Rioja  crianza,Cune,Botella,750 ml,6.95,Mercadona,Bebidas con alcohol,8978
Vino tinto D.O Rioja  crianza,Comportillo,Botella,750 ml,2.95,Mercadona,Bebidas con alcohol,8979
Vino tinto D.O Rioja  reserva,Comportillo,Botella,750 ml,4.1,Mercadona,Bebidas con alcohol,8980
Vino tinto D.O Rioja  reserva,Coto de Imaz,Botella,750 ml,8.6,Mercadona,Bebidas con alcohol,8981
Vino tinto D.O Rioja  crianza,Arteso,Botella,750 ml,4.2,Mercadona,Bebidas con alcohol,8982
Vino tinto D.O La Mancha,Fidencio,Botella,750 ml,1.45,Mercadona,Bebidas con alcohol,8983
Vino tinto D.O Valdepeñas  crianza,Viña Albali,Botella,750 ml,2.7,Mercadona,Bebidas con alcohol,8984
Vino tinto D.O Valdepeñas  reserva,Pata Negra,Botella,750 ml,2.75,Mercadona,Bebidas con alcohol,8985
Vino tinto D.O Valdepeñas  reserva,Viña Albali,Botella,750 ml,3.7,Mercadona,Bebidas con alcohol,8986
Vino tinto D.O Valdepeñas  crianza,Señorío de los Llanos,Botella,750 ml,2.25,Mercadona,Bebidas con alcohol,8987
Vino tinto D.O Valdepeñas  reserva tempranillo,Condado de Egara,Botella,750 ml,2.0,Mercadona,Bebidas con alcohol,8988
Vino tinto D.O La Mancha  crianza,Fidencio,Botella,750 ml,1.65,Mercadona,Bebidas con alcohol,8989
Vino tinto D.O Ribera del Duero  crianza,Abadía Mantrús,Botella,750 ml,4.5,Mercadona,Bebidas con alcohol,8990
Vino tinto D.O Ribera del Duero  reserva,Abadía Mantrús,Botella,750 ml,6.0,Mercadona,Bebidas con alcohol,8991
Vino tinto D.O Ribera del Duero  roble,Arribeño,Botella,750 ml,3.65,Mercadona,Bebidas con alcohol,8992
Vino tinto D.O Campo de Borja  barrica,Borsao,Botella,750 ml,2.25,Mercadona,Bebidas con alcohol,8993
Vino tinto dulce de aguja  Cueva peccato,Sangue di Giuda,Botella,750 ml,3.9,Mercadona,Bebidas con alcohol,8994
Vino tinto tempranillo,El Mandamás The Guv'Nor,Botella,750 ml,2.85,Mercadona,Bebidas con alcohol,8995
Vino tinto tempranillo  Fariña,Fin del Río,Botella,1 L,2.3,Mercadona,Bebidas con alcohol,8996
Vino tinto D.O Toro  roble,Conquero,Botella,750 ml,2.9,Mercadona,Bebidas con alcohol,8997
Vino tinto sin sulfitos añadidos  D.O. Navarra,Davida,Botella,750 ml,3.9,Mercadona,Bebidas con alcohol,8998
Vino tinto Porto Tawny,Almeida Dias,Botella,750 ml,7.0,Mercadona,Bebidas con alcohol,8999
Vino tinto Merlot,Mar de Uvas,Botella,750 ml,2.4,Mercadona,Bebidas con alcohol,9000
Vino tinto Syrah,Mar de Uvas,Botella,750 ml,2.35,Mercadona,Bebidas con alcohol,9001
Vino tinto D.O Cariñena  roble,Sierra de Viento,Botella,750 ml,1.65,Mercadona,Bebidas con alcohol,9002
Vino tinto Caperucita tinta  suave,Torre Oria,Botella,750 ml,1.95,Mercadona,Bebidas con alcohol,9003
Vino tinto Bobal,Para Pecar,Botella,750 ml,2.9,Mercadona,Bebidas con alcohol,9004
Vino tinto tempranillo,Muñana Rojo,Botella,750 ml,6.0,Mercadona,Bebidas con alcohol,9005
Helado mini surtido,Hacendado,Caja,12 ud. (684 ml),2.8,Mercadona,Congelados,9006
Helado sándwich de nata,Hacendado,Caja,8 ud. (800 ml),2.0,Mercadona,Congelados,9007
Helado mini Boom  con cobertura blanda de pasta de avellana y galleta troceada,Hacendado,Caja,8 ud. (480 ml),2.85,Mercadona,Congelados,9008
Helado crocan choc vainilla  con lengua sabor chocolate,Hacendado,Caja,6 ud. (450 ml),2.45,Mercadona,Congelados,9009
Helado almendrado,Hacendado,Caja,6 ud. (720 ml),2.75,Mercadona,Congelados,9010
Helado mini sándwich nata,Hacendado,Caja,6 ud. (480 ml),2.3,Mercadona,Congelados,9011
Helado mini bombón almendrado,Hacendado,Caja,8 ud. (480 ml),2.7,Mercadona,Congelados,9012
Helado sándwich super nata,Hacendado,Caja,6 ud. (870 ml),2.7,Mercadona,Congelados,9013
Helado mini bombón  sin azúcares añadidos,Hacendado,Caja,8 ud. (456 ml),2.6,Mercadona,Congelados,9014
Helado mini sándwich vainilla y cookie,Hacendado,Caja,6 ud. (510 ml),2.8,Mercadona,Congelados,9015
Helado mini nocciola,Hacendado,Caja,8 ud. (480 ml),2.9,Mercadona,Congelados,9016
Helado barrita sabor cacahuete  con cobertura de chocolate con leche,Hacendado,Caja,6 ud. (300 ml),3.0,Mercadona,Congelados,9017
Helado sándwich de nata  sin azúcares añadidos,Hacendado,Caja,8 ud. (800 ml),2.9,Mercadona,Congelados,9018
Helado Mochi coco,Hacendado,Caja,6 ud. (216 ml),2.8,Mercadona,Congelados,9019
Helado mini galletas cacao,Hacendado,Caja,8 ud. (480 ml),2.85,Mercadona,Congelados,9020
Helado mini chocolate,Hacendado,Caja,8 ud. (480 ml),2.9,Mercadona,Congelados,9021
Helado barrita crema sabor coco  con cobertura de chocolate con leche,Hacendado,Caja,6 ud. (300 ml),3.0,Mercadona,Congelados,9022
Helado vegetal mini a base de anacardo con crema de pistacho,Hacendado,Caja,4 ud. (326 ml),2.95,Mercadona,Congelados,9023
Helado Mochi mango,Hacendado,Caja,6 ud. (216 ml),2.8,Mercadona,Congelados,9024
Helado negro,Hacendado,Caja,6 ud. (720 ml),2.75,Mercadona,Congelados,9025
Medios cocos helados,Hacendado,Caja,2 ud. (350 ml),2.35,Mercadona,Congelados,9026
Helado vegetal mini triple chocolate a base de anacardo,Hacendado,Caja,4 ud. (326 ml),2.95,Mercadona,Congelados,9027
Helado blanco,Hacendado,Caja,6 ud. (720 ml),2.75,Mercadona,Congelados,9028
Helado mini bombón Biscuit  con galleta caramelizada,Hacendado,Caja,8 ud. (480 ml),3.2,Mercadona,Congelados,9029
Helado mini sándwich choco cream,Hacendado,Caja,6 ud. (510 ml),2.7,Mercadona,Congelados,9030
Helado Dochi cheesecake,Hacendado,Caja,6 ud. (216 ml),3.0,Mercadona,Congelados,9031
Helado mini cucurucho nata,Hacendado,Caja,12 ud. (444 ml),2.8,Mercadona,Congelados,9032
Helado cucurucho de vainilla,Hacendado,Caja,6 ud. (720 ml),2.2,Mercadona,Congelados,9033
Helado cucurucho de nata,Hacendado,Caja,6 ud. (720 ml),2.2,Mercadona,Congelados,9034
Helado mini cucurucho nata  sin azúcares añadidos,Hacendado,Caja,12 ud. (444 ml),3.4,Mercadona,Congelados,9035
Helado cucurucho choco nata,Hacendado,Caja,6 ud. (720 ml),2.2,Mercadona,Congelados,9036
Helado cucurucho fresa nata,Hacendado,Caja,6 ud. (720 ml),2.2,Mercadona,Congelados,9037
Helado cucurucho vainilla caramelo con nueces pecán,Hacendado,Caja,8 ud. (560 ml),3.0,Mercadona,Congelados,9038
Helado cucurucho de chocolate,Hacendado,Caja,6 ud. (660 ml),3.4,Mercadona,Congelados,9039
