producto,marca,formato,cantidad,precio,supermercado,categoría,id_producto
Desodorante invisible antimanchas  antitranspirante,Deliplus,Spray,200 ml,1.7,Mercadona,Higiene,8511
Desodorante seda suave  antitranspirante,Deliplus,Spray,200 ml,1.7,Mercadona,Higiene,8512
Desodorante invisible Black & WhiteMen antitranspirante, Nivea ,Spray,200 ml,2.75,Mercadona,Higiene,8513
Desodorante invisible men  antitranspirante y antimanchas,Deliplus,Spray,200 ml,1.7,Mercadona,Higiene,8514
Desodorante perfume afrutado  antitranspirante,Deliplus,Spray,200 ml,1.7,Mercadona,Higiene,8515
Desodorante Gold Temptation  Essentiel,Axe,Spray,150 ml,2.3,Mercadona,Higiene,8516
Desodorante Dark Temptation,Axe,Spray,150 ml,3.15,Mercadona,Higiene,8517
Desodorante cobalt dry  Men antitranspirante,Rexona,Spray,200 ml,2.7,Mercadona,Higiene,8518
Desodorante dermo extra control  antitranspirante,Sanex,Spray,200 ml,3.0,Mercadona,Higiene,8519
Desodorante avena delicado  antitranspirante,Deliplus,Spray,200 ml,1.7,Mercadona,Higiene,8520
Desodorante  anti irritaciones,Lactovit,Spray,200 ml,2.75,Mercadona,Higiene,8521
Desodorante original,Heno de Pravia,Spray,250 ml,3.25,Mercadona,Higiene,8522
Desodorante aloe  antitranspirante,Deliplus,Spray,75 ml,1.5,Mercadona,Higiene,8523
Desodorante pure perfumado 9.60,Deliplus,Spray,150 ml,2.2,Mercadona,Higiene,8524
Desodorante perfumado 9.60,Deliplus,Spray,150 ml,2.2,Mercadona,Higiene,8525
Desodorante Zero%,Sanex,Spray,200 ml,3.0,Mercadona,Higiene,8526
Desodorante limite  antimanchas,Deliplus,Spray,200 ml,1.7,Mercadona,Higiene,8527
Desodorante para pies en polvo  antitranspirante,Deliplus,Bote,75 g,2.0,Mercadona,Higiene,8528
Desodorante para pies fresh & dry  antitranspirante,Deliplus,Spray,150 ml,2.0,Mercadona,Higiene,8529
Toallitas desodorantes con aloe vera,Deliplus,Paquete,20 ud.,1.5,Mercadona,Higiene,8530
Tónica,Toni Tónico de Dia,Lata,33 cl,0.37,Dia,Refrescos,8531
Tónica zero,Schweppes,Lata,33 cl,0.95,Dia,Refrescos,8532
Tónica,Toni Tónico de Dia,Botella,1.5 l,0.95,Dia,Refrescos,8533
Tónica,Schweppes,Lata,33 cl,0.95,Dia,Refrescos,8534
Tónica,Schweppes,Botella,1 l,1.9,Dia,Refrescos,8535
Tónica,Nordic Mist,Lata,25 cl,0.65,Dia,Refrescos,8536
Tónica premium bohemian berry sensation,Royal Bliss,Lata,25 cl,0.75,Dia,Refrescos,8537
Tónica de limón,Schweppes,Lata,33 cl,0.95,Dia,Refrescos,8538
Tónica zero,Schweppes,Botella,1 l,1.9,Dia,Refrescos,8539
Tónica premium yuzu,Royal Bliss,Lata,25 cl,0.75,Dia,Refrescos,8540
Tónica rosa zero,Schweppes,Lata,33 cl,0.99,Dia,Refrescos,8541
Refresco tónica,Organics,Lata,1 l,5.99,Dia,Refrescos,8542
Tónica con toque de lima,Schweppes,Botella,20 cl,1.75,Dia,Refrescos,8543
Espárrago verde fino manojo aprox.,Marca Día,Caja,250 g,1.99,Dia,Fruta y verduras,8544
Perejil manojo,Marca Día,Caja,50 g,0.99,Dia,Fruta y verduras,8545
Apio,Marca Día,Bolsa,500 g,0.99,Dia,Fruta y verduras,8546
Cilantro,Marca Día,Bandeja,20 g,1.19,Dia,Fruta y verduras,8547
Espárrago verde grueso manojo aprox.,Marca Día,Caja,250 g,2.49,Dia,Fruta y verduras,8548
Rabanito,Sun&Vegs,Bolsa,250 g,0.99,Dia,Fruta y verduras,8549
Jengibre bio,Marca Día,Bandeja,200 g,1.79,Dia,Fruta y verduras,8550
Repollo rizado unidad aprox.,Marca Día,Caja,1 Kg,1.49,Dia,Fruta y verduras,8551
Hierbabuena,Sun&Vegs,Bolsa,70 g,1.19,Dia,Fruta y verduras,8552
Lombarda,Marca Día,Bolsa,2 Kg ,2.98,Dia,Fruta y verduras,8553
Mezcla de pimientos,Vegecampo de Dia,Bolsa,400 g,1.15,Dia,Fruta y verduras,8554
Arroz tres delicias,Al Punto Dia,Bolsa,850 g,2.34,Dia,Pizzas y platos preparados,8555
Braseado de verduras con pollo asado,Al Punto Dia,Bolsa,400 g,1.89,Dia,Pizzas y platos preparados,8556
Cebolla troceada,Vegecampo de Dia,Bolsa,400 g,0.98,Dia,Fruta y verduras,8557
Brócoli,Vegecampo de Dia,Bolsa,900 g,1.85,Dia,Fruta y verduras,8558
Salteado de setas,Al Punto Dia,Bolsa,450 g,1.65,Dia,Fruta y verduras,8559
Guisantes,Vegecampo de Dia,Bolsa,1 Kg,1.59,Dia,Fruta y verduras,8560
Parrillada de verduras asadas,Al Punto Dia,Bolsa,450 g,1.69,Dia,Pizzas y platos preparados,8561
Espinacas cortadas,Vegecampo de Dia,Bolsa,450 g,0.89,Dia,Fruta y verduras,8562
Judías verdes planas,Vegecampo de Dia,Bolsa,1 Kg,1.55,Dia,Fruta y verduras,8563
"Salteado de gambas, ajetes y espárragos verdes",Al Punto Dia,Bolsa,400 g,2.79,Dia,Pizzas y platos preparados,8564
Salteado de verduras,Al Punto Dia,Bolsa,450 g,1.14,Dia,Fruta y verduras,8565
Ajo troceado,Vegecampo de Dia,Bolsa,150 g,0.99,Dia,Fruta y verduras,8566
Menestra de verduras,Vegecampo de Dia,Bolsa,1 Kg,1.59,Dia,Fruta y verduras,8567
Ensaladilla,Vegecampo de Dia,Bolsa,1 Kg,0.95,Dia,Fruta y verduras,8568
Coliflor,Vegecampo de Dia,Bolsa,1 Kg,2.05,Dia,Fruta y verduras,8569
Judías verdes redondas,Vegecampo de Dia,Bolsa,1 Kg,1.55,Dia,Fruta y verduras,8570
"Brócoli, coliflor y zanahoria",Vegecampo de Dia,Bolsa,1 Kg,2.09,Dia,Fruta y verduras,8571
Alcachofa troceada,Vegecampo de Dia,Bolsa,400 g,2.55,Dia,Fruta y verduras,8572
Arroz negro con calamar y gambas,Al Punto Dia,Bolsa,600 g,2.24,Dia,Pizzas y platos preparados,8573
Paella de marisco,Al Punto Dia,Bolsa,600 g,2.79,Dia,Pizzas y platos preparados,8574
Menestra de la huerta,Findus,Bolsa,650 g,4.89,Dia,Pizzas y platos preparados,8575
Verduras para paella,Vegecampo de Dia,Bolsa,450 g,1.29,Dia,Fruta y verduras,8576
Verduras en tempura,Cocinarte,Bolsa,400 g,2.69,Dia,Fruta y verduras,8577
Risotto con setas,Tutti,Bandeja,300 g,1.99,Dia,Pizzas y platos preparados,8578
Arroz de coliflor,Congelados de Navarra,Bolsa,400 g,1.45,Dia,Pizzas y platos preparados,8579
Relleno para fajitas,Maheso,Bolsa,300 g,2.49,Dia,Pizzas y platos preparados,8580
Preparado para tortilla de patata,Verleal,Bolsa,450 g,2.69,Dia,Pizzas y platos preparados,8581
Pimientos rellenos de bacalao MSC,Al Punto Dia,Bolsa,240 g,2.45,Dia,Fruta y verduras,8582
Espárragos verdes,Verleal,Bolsa,300 g,3.26,Dia,Fruta y verduras,8583
Guisantes superfinos,Vegecampo de Dia,Bolsa,300 g,1.01,Dia,Fruta y verduras,8584
Guisantes superfinos,Findus,Bolsa,550 g,3.89,Dia,Fruta y verduras,8585
Judías verdes planas,Findus,Bolsa,800 g,3.99,Dia,Fruta y verduras,8586
Guisantes finos,Findus,Bolsa,800 g,3.99,Dia,Fruta y verduras,8587
Ensaladilla,Findus,Bolsa,800 g,3.99,Dia,Fruta y verduras,8588
Quinoa con verduras,Al Punto Dia,Bolsa,400 g,1.99,Dia,Pizzas y platos preparados,8589
Alcachofas baby,Vegecampo de Dia,Bolsa,300 g,2.89,Dia,Fruta y verduras,8590
Espinacas cortadas,Findus,Bolsa,400 g,2.49,Dia,Fruta y verduras,8591
Habas baby,Vegecampo de Dia,Bolsa,400 g,1.49,Dia,Fruta y verduras,8592
Bebida de frutas con leche mediterráneo,Zumosfera de Dia,Brik,6 x 200 ml,1.2,Dia,Leche y yogures,8593
Zumo tropical sin azúcares añadidos,Zumosfera de Dia,Brik,1 l,0.7,Dia,Zumos,8594
"Zumo de piña, manzana y uva",Zumosfera de Dia,Brik,   6 x 200 ml,1.4,Dia,Zumos,8595
Zumo de piña sin azúcares añadidos,Zumosfera de Dia,Brik,1 l,0.89,Dia,Zumos,8596
Bebida de frutas con leche tropical,Zumosfera de Dia,Brik,6 x 200 ml,1.2,Dia,Leche y yogures,8597
Zumo de naranja,Zumosfera de Dia,Brik,    1 l,1.75,Dia,Zumos,8598
Zumo de melocotón y uva,Zumosfera de Dia,Brik,6 x 200 ml,1.5,Dia,Zumos,8599
Zumo de manzana,Zumosfera de Dia,Brik,   1 l,0.99,Dia,Zumos,8600
Zumo de naranja,Zumosfera de Dia,Brik,    1 l,1.75,Dia,Zumos,8601
Zumo de naranja sin azúcares añadidos,Zumosfera de Dia,Brik,1 l,0.95,Dia,Zumos,8602
Bebida con leche tropical  Bifrutas,Pascual,Brik,6 x 20 cl,2.39,Dia,Leche y yogures,8603
Zumo de melocotón sin azúcares añadidos,Zumosfera de Dia,Brik,1 l,0.99,Dia,Zumos,8604
Zumo de manzana,Zumosfera de Dia,Brik,   6 x 200 ml,1.12,Dia,Zumos,8605
Zumo de naranja,Zumosfera de Dia,Brik,    3 x 200 ml,1.79,Dia,Zumos,8606
Bebida de frutas con leche tropical,Zumosfera de Dia,Brik,1 l,0.95,Dia,Leche y yogures,8607
Bebida de frutas con leche caribe,Zumosfera de Dia,Brik,6 x 20 cl,1.29,Dia,Leche y yogures,8608
Zumo de manzana sin azúcares añadidos,Zumosfera de Dia,Brik,1 l,0.89,Dia,Zumos,8609
Limonada,Don Simón,Botella,1.5 l,1.15,Dia,Refrescos,8610
Zumo de naranja,Simon Life,Botella,1.5 l,1.85,Dia,Zumos,8611
Zumo de piña y uva,Zumosfera de Dia,Brik,   3 x 200 ml,1.29,Dia,Zumos,8612
Néctar light tropical  Disfruta,Juver,Brik,2 l,3.35,Dia,Zumos,8613
Néctar de naranja y mango selección,Granini,Botella,1 l,2.69,Dia,Zumos,8614
Zumo de piña,Zumosfera de Dia,Brik,   1 l,1.25,Dia,Zumos,8615
Bebida de frutas con leche tropical,Zumosfera de Dia,Brik,3 x 330 ml,1.0,Dia,Leche y yogures,8616
Néctar de pera selección,Granini,Botella,1 l,2.69,Dia,Zumos,8617
Mosto tinto,Greip,Botella,1 l,2.59,Dia,Bebidas con alcohol,8618
Néctar piña,Granini,Botella,1 l,2.69,Dia,Zumos,8619
Néctar melocotón,Granini,Botella,1 l,2.99,Dia,Zumos,8620
Néctar naranja,Granini,Botella,1 l,2.69,Dia,Zumos,8621
Bebida con leche tropical  Bifrutas,Pascual,Brik,3 x 330 ml,2.49,Dia,Leche y yogures,8622
Bebida de zumo de naranja y soja  Vivesoy,Pascual,Brik,1 l,1.79,Dia,Leche y yogures,8623
Néctar light piña  Disfruta,Juver,Brik,6 x 200 ml,2.99,Dia,Zumos,8624
Néctar melocotón sin azúcares añadidos  Disfruta,Juver,Brik,6 x 200 ml,2.32,Dia,Zumos,8625
Limonada natural con gas,Don Simón,Lata,33 cl,0.75,Dia,Refrescos,8626
Bebida de leche y zumo de frutas tropical  pack,Don Simón,Caja,4 x 330 ml,1.4,Dia,Leche y yogures,8627
Néctar light de naranja y uva,Juver,Brik,1.5 l,2.85,Dia,Zumos,8628
Néctar light de piña  Disfruta,Juver,Brik,1.5 l,2.85,Dia,Zumos,8629
Néctar light de melocotón  Disfruta,Juver,Brik,1.5 l,2.85,Dia,Zumos,8630
Néctar light manzana  Disfruta,Juver,Brik,1.5 l,2.49,Dia,Zumos,8631
Néctar light,Juver,Brik, 1.5 l,2.49,Dia,Zumos,8632
Zumo exprimido de uva Merlot y uva roja,Zumosfera de Dia,Brik,   1 l,1.99,Dia,Zumos,8633
Bebida refrescante sabor piña colada,Zumosfera de Dia,Botella,1 l,1.49,Dia,Zumos,8634
Bebida de zumo de frutas tropical con bebida de avena  Bifrutas,Pascual,Botella,240 ml,1.09,Dia,Leche y yogures,8635
Bebida refrescante sabor mojito,Zumosfera de Dia,Brik,1 l,1.49,Dia,Refrescos,8636
Limonada,Zumosfera de Dia,Brik,1 l,1.49,Dia,Refrescos,8637
"Zumo de naranja, mango y zanahoria sin azúcares añadidos",Zumosfera de Dia,Brik,1 l,1.25,Dia,Zumos,8638
Néctar de melocotón,Zumosfera de Dia,Botella,1 l,1.59,Dia,Zumos,8639
Néctar de piña,Zumosfera de Dia,Botella,1 l,1.25,Dia,Zumos,8640
Zumo de granada,Zumosfera de Dia,Brik,   1 l,1.99,Dia,Zumos,8641
Zumo de mandarina,Zumosfera de Dia,Brik,   1 l,1.7,Dia,Zumos,8642
Zumo de fresas,Zumosfera de Dia,Brik,   1 l,1.99,Dia,Zumos,8643
Zumo mente mezcla de frutas con extractos y vitaminas,Zumosfera de Dia,Brik,1 l,1.99,Dia,Zumos,8644
Zumo alma de manzana con extractos vegetales,Zumosfera de Dia,Brik,1 l,1.99,Dia,Zumos,8645
Zumo cuerpo mezcla de frutas y extractos vegetales,Zumosfera de Dia,Brik,1 l,1.99,Dia,Zumos,8646
Bebida con leche tropical natural  Bifrutas,Pascual,Botella,240 ml,0.99,Dia,Leche y yogures,8647
Bebida leche y frutas caribe,Zumosfera de Dia,Brik,1 l,1.09,Dia,Leche y yogures,8648
Bebida de fruta con leche melón y sandía,Zumosfera de Dia,Brik,3 x 330 ml,1.49,Dia,Leche y yogures,8649
Zumo de manzana,Don Simón,Brik,6 x 200 ml,1.99,Dia,Zumos,8650
"Zumo de arándano, manzana y uva",Don Simón,Botella,   750 ml,2.3,Dia,Zumos,8651
Zumo de piña,La huerta,Botella,   750 ml,2.3,Dia,Zumos,8652
Zumo de piña,Juver,Brik,    1 l,1.99,Dia,Zumos,8653
Zumo de limón concentrado,Polenghi,Bote,200 ml,1.03,Dia,Zumos,8654
Néctar piña,Granini,Brik,3 x 220 ml,1.59,Dia,Zumos,8655
Bebida con leche mediterráneo  Bifrutas,Pascual,Brik,6 x 200 ml,2.49,Dia,Leche y yogures,8656
Bebida con leche mediterráneo  Bifrutas,Pascual,Brik,3 x 330 ml,2.49,Dia,Leche y yogures,8657
Zumo de piña,Zumosfera de Dia,Brik,   1 l,1.95,Dia,Zumos,8658
Néctar melocotón,Granini,Brik,3 x 20 cl,1.59,Dia,Zumos,8659
Zumo de tomate,Zumosfera de Dia,Brik,   1 l,1.05,Dia,Zumos,8660
Zumo de naranja con pulpa,Don Simón,Botella,1 l,3.25,Dia,Zumos,8661
Zumo de frutas hawaii,Zumosfera de Dia,Botella,1.5 l,1.69,Dia,Zumos,8662
Néctar de arándanos y uva,Granini,Botella,1 l,2.69,Dia,Zumos,8663
Bebida de leche con frutas tropical zero,Don Simón,Brik,1 l,1.4,Dia,Leche y yogures,8664
Zumo de manzana,Don Simón,Brik,1 l,1.49,Dia,Zumos,8665
"Zumo de piña, manzana y uva",Don Simón,Brik,6 x 200 ml,1.99,Dia,Zumos,8666
"Zumo de melocotón, manzana y uva",Don Simón,Brik,6 x 20 cl,1.99,Dia,Zumos,8667
Zumo de manzana,Granini,Botella,   1 l,2.79,Dia,Zumos,8668
Néctar light pera piña  Disfruta,Juver,Brik,2 l,3.75,Dia,Zumos,8669
Bebida de frutas con leche mediterráneo,Zumosfera de Dia,Brik,1 l,0.95,Dia,Leche y yogures,8670
Bebida de frutas con leche mediterráneo,Zumosfera de Dia,Brik,3 x 330 ml,1.0,Dia,Leche y yogures,8671
Bebida de leche y zumo de frutas tropical,Don Simón,Brik,3 x 330 g,1.4,Dia,Leche y yogures,8672
Néctar de pomelo,Granini,Botella,1 l,2.69,Dia,Zumos,8673
Néctar multifrutas,Granini,Botella,1 l,2.69,Dia,Zumos,8674
"Zumo piña, manzana y uva",Zumosfera de Dia,Brik,1 l,0.99,Dia,Zumos,8675
Zumo de melocotón y uva,Zumosfera de Dia,Brik,1 l,1.0,Dia,Zumos,8676
Néctar,Juver,Brik, 6 x 200 ml,2.99,Dia,Zumos,8677
Zumo de tomate,Granini,Botella,1 l,2.79,Dia,Zumos,8678
Mosto blanco,Greip,Botella,1 l,2.59,Dia,Bebidas con alcohol,8679
Bebida de frutas con leche mediterráneo zero,Don Simón,Brik,6 x 200 ml,1.75,Dia,Leche y yogures,8680
Bebida de frutas con leche caribe zero,Don Simón,Brik,6 x 200 ml,1.75,Dia,Leche y yogures,8681
Néctar de melocotón light,Zumosfera de Dia,Brik,1.218 l,1.49,Dia,Zumos,8682
Bebida con leche tropical  Bifrutas,Pascual,Brik,1 l,2.29,Dia,Leche y yogures,8683
Zumo de naranja exprimida sin pulpa,Don Simón,Brik,1 l,2.95,Dia,Zumos,8684
Zumo de naranja,Don Simón,Brik,1 l,2.15,Dia,Zumos,8685
Zumo concentrado piña manzana uva,Don Simón,Brik,1 l,1.5,Dia,Zumos,8686
Zumo melocotón uva y manzana,Don Simón,Brik,1 l,1.49,Dia,Zumos,8687
Zumo naranja exprimido sin pulpa,Zumosfera de Dia,Botella,1 l,1.9,Dia,Zumos,8688
Champan infantil,Champin,Botella,75 cl,3.45,Dia,Refrescos,8689
Patata,Hacendado,Pieza,241 g aprox.,0.48,Mercadona,Fruta y verduras,8690
Patatas,Hacendado,Malla,3 kg,4.9,Mercadona,Fruta y verduras,8691
Patatas rojas,Hacendado,Malla,2 kg,3.65,Mercadona,Fruta y verduras,8692
Patatas,Hacendado,Malla,5 kg,6.99,Mercadona,Fruta y verduras,8693
Patatas guarnición,Hacendado,Malla,1 kg,2.45,Mercadona,Fruta y verduras,8694
Batata,Hacendado,Pieza,424 g aprox.,1.21,Mercadona,Fruta y verduras,8695
Patatas especial para freir,Hacendado,Malla,2 kg,3.75,Mercadona,Fruta y verduras,8696
Yuca,Hacendado,Pieza,671 g aprox.,1.8,Mercadona,Fruta y verduras,8697
Cebollas tiernas,Hacendado,Manojo,3 ud.,1.29,Mercadona,Fruta y verduras,8698
Cebollas,Hacendado,Malla,2 kg,3.85,Mercadona,Fruta y verduras,8699
Cebollas,Hacendado,Malla,1 kg,2.39,Mercadona,Fruta y verduras,8700
Ajos morados,Hacendado,Malla,250 g,1.65,Mercadona,Fruta y verduras,8701
Cebollas dulces,Hacendado,Malla,1 kg,2.44,Mercadona,Fruta y verduras,8702
Ajo tierno,Hacendado,Manojo,200 g,2.35,Mercadona,Fruta y verduras,8703
Ajos morados,Hacendado,Malla,400 g,2.1,Mercadona,Fruta y verduras,8704
Cebollas moradas,Hacendado,Malla,500 g,1.45,Mercadona,Fruta y verduras,8705
Ajo negro dientes pelados,Hacendado,Tarrina,85 g,4.45,Mercadona,Fruta y verduras,8706
Picada de ajo y Perejil,Hacendado,Bandeja,100 g,1.45,Mercadona,Fruta y verduras,8707
Tomate ensalada,Hacendado,Pieza,273 g aprox.,0.57,Mercadona,Fruta y verduras,8708
Tomate canario,Hacendado,Pieza,174 g aprox.,0.34,Mercadona,Fruta y verduras,8709
Tomate pera,Hacendado,Pieza,125 g aprox.,0.25,Mercadona,Fruta y verduras,8710
Tomates pera,Hacendado,Bandeja,1 kg aprox.,2.09,Mercadona,Fruta y verduras,8711
Tomates cherry pera kumato,Hacendado,Bandeja,300 g,1.55,Mercadona,Fruta y verduras,8712
Tomates cherry,Hacendado,Bandeja,500 g,1.9,Mercadona,Fruta y verduras,8713
Tomates cherry en rama Dulcita,Hacendado,Bandeja,200 g,2.26,Mercadona,Fruta y verduras,8714
Tomates,Hacendado,Malla,2 kg,3.7,Mercadona,Fruta y verduras,8715
Tomate kumato negro,Hacendado,Pieza,103 g aprox.,0.29,Mercadona,Fruta y verduras,8716
Tomate rallado,Hacendado,Tarrina,290 g,1.39,Mercadona,Fruta y verduras,8717
Rama de Tomates,Hacendado,Caja,838 g aprox.,1.84,Mercadona,Fruta y verduras,8718
Tomates Anhel,Hacendado,Caja,460 g aprox.,2.76,Mercadona,Fruta y verduras,8719
Zanahorias,Hacendado,Paquete,1 kg,1.09,Mercadona,Fruta y verduras,8720
Pepino,Hacendado,Pieza,204 g aprox.,0.38,Mercadona,Fruta y verduras,8721
Pepino holandés,Hacendado,Pieza,425 g aprox.,0.93,Mercadona,Fruta y verduras,8722
Zanahorias,Hacendado,Paquete,500 g,0.85,Mercadona,Fruta y verduras,8723
Pepinos,Hacendado,Malla,"1,25 kg",2.3,Mercadona,Fruta y verduras,8724
Palitos de zanahoria,Hacendado,Tarrina,180 g,1.99,Mercadona,Fruta y verduras,8725
Zanahoria rallada base para ensalada,Hacendado,Paquete,150 g,0.9,Mercadona,Fruta y verduras,8726
Zanahorias en manojo,Hacendado,Paquete,800 g,1.75,Mercadona,Fruta y verduras,8727
Pimiento rojo,Hacendado,Pieza,273 g aprox.,0.73,Mercadona,Fruta y verduras,8728
Calabacín verde,Hacendado,Pieza,403 g aprox.,0.72,Mercadona,Fruta y verduras,8729
Pimiento verde freír,Hacendado,Pieza,105 g aprox.,0.26,Mercadona,Fruta y verduras,8730
Calabacín blanco,Hacendado,Pieza,352 g aprox.,0.7,Mercadona,Fruta y verduras,8731
"Pimientos tricolor rojo, amarillo y verde",Hacendado,Caja,550 g aprox.,1.64,Mercadona,Fruta y verduras,8732
Pimientos semipicantes,Hacendado,Paquete,250 g,1.35,Mercadona,Fruta y verduras,8733
Pimientos rojos picantes,Hacendado,Bandeja,100 g,1.53,Mercadona,Fruta y verduras,8734
Coliflor,Hacendado,Pieza,"1,04 kg aprox.",2.06,Mercadona,Fruta y verduras,8735
Repollo liso,Hacendado,Pieza,"1,48 kg aprox.",2.43,Mercadona,Fruta y verduras,8736
Medio repollo liso,Hacendado,Caja,1/2 Pieza 796 g aprox.,1.54,Mercadona,Fruta y verduras,8737
Col lombarda,Hacendado,Pieza,"1,1 kg aprox.",2.03,Mercadona,Fruta y verduras,8738
Media col lombarda,Hacendado,Caja,1/2 Pieza 570 g aprox.,1.2,Mercadona,Fruta y verduras,8739
Champiñón pequeño,Hacendado,Bandeja,300 g aprox.,1.43,Mercadona,Fruta y verduras,8740
Champiñón laminado limpio,Hacendado,Bandeja,320 g aprox.,1.99,Mercadona,Fruta y verduras,8741
Seta,Hacendado,Bandeja,250 g aprox.,1.95,Mercadona,Fruta y verduras,8742
Champiñón grande,Hacendado,Bandeja,430 g aprox.,2.21,Mercadona,Fruta y verduras,8743
Seta laminada,Hacendado,Bandeja,250 g aprox.,2.11,Mercadona,Fruta y verduras,8744
Champiñón Portobello,Hacendado,Bandeja,300 g aprox.,2.03,Mercadona,Fruta y verduras,8745
Seta shiitake,Hacendado,Bandeja,300 g aprox.,3.76,Mercadona,Fruta y verduras,8746
Mix de setas intenso,Hacendado,Bandeja,235 g aprox.,3.96,Mercadona,Fruta y verduras,8747
Mix de setas suave,Hacendado,Bandeja,260 g aprox.,3.82,Mercadona,Fruta y verduras,8748
Perejil troceado,Hacendado,Paquete,40 g,0.79,Mercadona,Fruta y verduras,8749
Jengibre,Hacendado,Caja,200 g aprox.,1.69,Mercadona,Fruta y verduras,8750
Cilantro,Hacendado,Bandeja,20 g,1.25,Mercadona,Fruta y verduras,8751
Albahaca,Hacendado,Bandeja,20 g,1.5,Mercadona,Fruta y verduras,8752
Hierbabuena,Hacendado,Paquete,40 g,1.35,Mercadona,Fruta y verduras,8753
Cebollino,Hacendado,Bandeja,20 g,1.8,Mercadona,Fruta y verduras,8754
Espinacas cortadas,Hacendado,Paquete,300 g,1.2,Mercadona,Fruta y verduras,8755
Brócoli,Hacendado,Pieza,393 g aprox.,0.86,Mercadona,Fruta y verduras,8756
Berenjena,Hacendado,Pieza,366 g aprox.,0.69,Mercadona,Fruta y verduras,8757
Judía verde plana,Hacendado,Bandeja,750 g,2.99,Mercadona,Fruta y verduras,8758
Judía verde plana,Hacendado,Paquete,350 g,1.89,Mercadona,Fruta y verduras,8759
Acelgas cortadas,Hacendado,Paquete,300 g,1.2,Mercadona,Fruta y verduras,8760
Puerros,Hacendado,Paquete,900 g aprox.,2.42,Mercadona,Fruta y verduras,8761
Puerros,Hacendado,Bandeja,450 g aprox.,2.09,Mercadona,Fruta y verduras,8762
Alcachofa,Hacendado,Pieza,150 g aprox.,0.37,Mercadona,Fruta y verduras,8763
Judía verde redonda,Hacendado,Bandeja,500 g,2.99,Mercadona,Fruta y verduras,8764
Calabaza cacahuete cortada a trozos,Hacendado,Bandeja,450 g aprox.,1.8,Mercadona,Fruta y verduras,8765
Apio verde,Hacendado,Paquete,660 g aprox.,1.26,Mercadona,Fruta y verduras,8766
Espárrago verde fino,Hacendado,Paquete,250 g,1.7,Mercadona,Fruta y verduras,8767
Rabanitos,Hacendado,Paquete,250 g,1.1,Mercadona,Fruta y verduras,8768
Remolacha cocida y pelada,Hacendado,Paquete,450 g,0.99,Mercadona,Fruta y verduras,8769
Acelgas,Hacendado,Paquete,800 g,2.26,Mercadona,Fruta y verduras,8770
Maíz dulce en mazorca cocido,Hacendado,Paquete,2 ud. (450 g),1.55,Mercadona,Fruta y verduras,8771
Calabaza cacahuete,Hacendado,Pieza,"1,06 kg aprox.",1.96,Mercadona,Fruta y verduras,8772
Media calabaza cacahuete,Hacendado,Caja,1/2 Pieza 603 g aprox.,1.27,Mercadona,Fruta y verduras,8773
Espárrago verde grueso,Hacendado,Paquete,300 g,3.05,Mercadona,Fruta y verduras,8774
Maíz dulce en mazorca,Hacendado,Bandeja,2 ud.,2.85,Mercadona,Fruta y verduras,8775
Habas,Hacendado,Granel,150 g aprox.,0.45,Mercadona,Fruta y verduras,8776
Preparado de verdura para puchero,Hacendado,Bandeja,900 g aprox.,1.79,Mercadona,Fruta y verduras,8777
3 Vegetales para microondas,Hacendado,Paquete,300 g,1.64,Mercadona,Fruta y verduras,8778
Floretas de brócoli para microondas,Hacendado,Paquete,230 g,1.52,Mercadona,Fruta y verduras,8779
Mix de verduras paisana para microondas,Hacendado,Paquete,300 g,1.8,Mercadona,Fruta y verduras,8780
Sopa juliana para microondas,Hacendado,Paquete,400 g,1.85,Mercadona,Fruta y verduras,8781
Patata para microondas,Hacendado,Paquete,400 g,1.45,Mercadona,Fruta y verduras,8782
Batata para microondas,Hacendado,Paquete,400 g,2.4,Mercadona,Fruta y verduras,8783
Mix de verduras jardinera para microondas,Hacendado,Paquete,400 g,1.9,Mercadona,Fruta y verduras,8784
Compresa sin alas normal  Classic,Deliplus,Paquete,26 ud.,1.13,Mercadona,Higiene,8785
Compresa con alas noche plegada  Classic,Deliplus,Paquete,10 ud.,1.32,Mercadona,Higiene,8786
Compresa sin alas de incontinencia  Maxi,Deliplus,Paquete,12 ud.,3.15,Mercadona,Higiene,8787
Compresa con alas normal  Suave,Deliplus,Paquete,32 ud.,2.15,Mercadona,Higiene,8788
Compresa con alas noche  Suave,Deliplus,Paquete,10 ud.,1.15,Mercadona,Higiene,8789
Compresa sin alas de incontinencia  Extra,Deliplus,Paquete,20 ud.,3.35,Mercadona,Higiene,8790
Compresa sin alas normal plegada  Classic,Deliplus,Paquete,20 ud.,1.18,Mercadona,Higiene,8791
Compresa con alas super  Suave,Deliplus,Paquete,28 ud.,2.15,Mercadona,Higiene,8792
Compresa sin alas super plegada  Classic,Deliplus,Paquete,16 ud.,1.32,Mercadona,Higiene,8793
Compresa con alas normal cotton like fresh,Evax ,Paquete,32 ud.,4.5,Mercadona,Higiene,8794
Compresa con alas normal  Dry,Deliplus,Paquete,32 ud.,2.15,Mercadona,Higiene,8795
Compresa con alas super  Dry,Deliplus,Paquete,28 ud.,2.15,Mercadona,Higiene,8796
Compresa sin alas de incontinencia  Normal,Deliplus,Paquete,24 ud.,3.35,Mercadona,Higiene,8797
Compresa con alas super cotton like fresh,Evax ,Paquete,24 ud.,4.2,Mercadona,Higiene,8798
